Order,Family,Genus,species,Sexual System,Karyotype,notes: Karyotype,Genotypic,Haplodiploidy,Chromosome number (female) 2N,Chromosome number (male) 2N
Coleoptera,Curculionidae,Protacallinus,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,30,30
Coleoptera,Curculionidae,Pseudoanthonomus,hamamelidis,gonochorous,XY,Xyp,male heterogametic,,38,38
Coleoptera,Curculionidae,Pseudoanthonomus,hamamelidis,gonochorous,XY,,male heterogametic,,32,32
Coleoptera,Curculionidae,Pseudphytoscaphus,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Ptochus,oyulum,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Pycnodactylus,hypocritia,gonochorous,,,,,,38
Coleoptera,Curculionidae,Rhadinomerus,annulipes,gonochorous,XY,Xyp,male heterogametic,,34,34
Coleoptera,Curculionidae,Rhadinomerus,annulipes,gonochorous,XY,Xyp,male heterogametic,,36,36
Coleoptera,Curculionidae,Rhadinomerus,maebarai,gonochorous,XY,Xyp,male heterogametic,,44,44
Coleoptera,Curculionidae,Rhinocerus,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Curculionidae,Rhinomias,forticornis,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Rhinoncus,pagnus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Curculionidae,Rhinoncus,sibiricus,gonochorous,XY,Xyp,male heterogametic,,28,28
Coleoptera,Curculionidae,Rhynchaenus,mutabilis,gonochorous,XY,,male heterogametic,,24,24
Coleoptera,Curculionidae,Rhynchaenus,niger,gonochorous,XY,,male heterogametic,,28,28
Coleoptera,Curculionidae,Rhynchaenus,pallicornis,gonochorous,XY,,male heterogametic,,28,28
Coleoptera,Curculionidae,Rhynchaenus,pallicornis,gonochorous,,,,,,26
Coleoptera,Curculionidae,Rhynchaenus,populi,gonochorous,XY,Xyp,male heterogametic,,26,26
Coleoptera,Curculionidae,Rhynchaenus,sp. 1    ,gonochorous,XO,,male heterogametic,,26,25
Coleoptera,Curculionidae,Rhynchaenus,stigma,gonochorous,XY,Xyp,male heterogametic,,28,28
Coleoptera,Curculionidae,Rhynchophorus,ferrugineus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Rhyssomatus,marginatus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Rhyssomatus,marginatus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Ruteria,hypocrita,gonochorous,XY,Xyp,male heterogametic,,30,30
Coleoptera,Curculionidae,Rynchophorus,palmarum,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Ryssematus,lineaticollis,gonochorous,XY,Xyp,male heterogametic,,24,24
Coleoptera,Curculionidae,Scepticus,griseus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Scepticus,insularis,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Scepticus,insularis,gonochorous,complex XY,Xyyp  ,male heterogametic,,,23
Coleoptera,Curculionidae,Scepticus,insularis,parthenogenetic,,,,,22,
Coleoptera,Curculionidae,Scepticus,insularis,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Scepticus,insularis,parthenogenetic,,,,,55,
Coleoptera,Curculionidae,Scepticus,tigrinus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sciaphilus,asperatus,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Sciaphilus,asperatus,gonochorous,,,,,,
Coleoptera,Curculionidae,Sciopithes,obscurus,parthenogenetic,,,,,44,
Coleoptera,Curculionidae,Scythropus,japonicus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Scythropus,ornatus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Scythropus,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Curculionidae,Shirahoshizo,insidiosus,gonochorous,XY,Xyp,male heterogametic,,38,38
Coleoptera,Curculionidae,Simo,variegates,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Simulatacalles,simulator,gonochorous,XY,Xyp,male heterogametic,,24,24
Coleoptera,Curculionidae,Sipalus,hypocrita,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,crinitus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,cylindricollis,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,flavescens,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,hispidulus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,humeralis,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,lepidus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,lineata,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,lineatus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,macularis,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,scissifrons,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitona,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,24,24
Coleoptera,Curculionidae,Sitona,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,26,26
Coleoptera,Curculionidae,Sitona,suturalis,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitophilus,granarius,gonochorous,XY,Xyp,male heterogametic,,24,24
Coleoptera,Curculionidae,Sitophilus,granarius,gonochorous,,,,,12,
Coleoptera,Curculionidae,Sitophilus,oryzae,gonochorous,XO,,male heterogametic,,12,11
Coleoptera,Curculionidae,Sitophilus,oryzae,gonochorous,XY,NeoXY  ,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitophilus,oryzae,gonochorous,XY,,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitophilus,sasakii,gonochorous,XY,,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitophilus,zeamais,gonochorous,XY,NeoXY,male heterogametic,,22,22
Coleoptera,Curculionidae,Sitophilus,zeamais,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sphenophorus,parvula,gonochorous,XY,Xyp,male heterogametic,,30,30
Coleoptera,Curculionidae,Strophosoma,capitatum,gonochorous,XY,,male heterogametic,,22,22
Coleoptera,Curculionidae,Strophosoma,faber,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Strophosoma,melanogrammum,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Strophosoma,melanogrammus,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Strophosoma,melanogrammus,parthenogenetic,,,,,34,
Coleoptera,Curculionidae,Strophosoma,melanogrammus,parthenogenetic,,,,,34,
Coleoptera,Curculionidae,Sympiezomias,cribicollis,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sympiezomias,cribricollis,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sympiezomias,lewisii,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Sympiezomias,sp. 1    ,gonochorous,XY,,male heterogametic,,22,22
Coleoptera,Curculionidae,Syrotelus,septentrionalis,gonochorous,,,,,,16
Coleoptera,Curculionidae,Syrotelus,umbrosus,gonochorous,XY,Xyp,male heterogametic,,16,16
Coleoptera,Curculionidae,Tachypterellus,4-gibbus,gonochorous,XY,Xyp,male heterogametic,,34,34
Coleoptera,Curculionidae,Tanymecus,cephalotes,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Tanymecus,feae,gonochorous,,,,,,22
Coleoptera,Curculionidae,Tanymecus,hispidus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Tanymecus,indicus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Tanymecus,longulus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Tanymecus,palliatus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Tanymecus,sciurus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Tanymecus,sciurus,gonochorous,complex XY,Xyyp  ,male heterogametic,,,23
Coleoptera,Curculionidae,Tanymecus,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Tanysphyrus,lemnae,gonochorous,XY,Xyp,male heterogametic,,16,16
Coleoptera,Curculionidae,Tanysphyrus,lemnae,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Curculionidae,Tanysphyrus,major,gonochorous,XY,Xyp,male heterogametic,,16,16
Coleoptera,Curculionidae,Telephae,konoi,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Telephae,konoi,gonochorous,XY,Xyp,male heterogametic,,26,26
Coleoptera,Curculionidae,Thlipsomerus,glebosus,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Trachyphloeus,aristatus,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Trachyphloeus,bifoveolatus,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Trachyphloeus,bifoveolatus,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Trachyphloeus,parallelus,parthenogenetic,,,,,44,
Coleoptera,Curculionidae,Trachyrinus,sp. 1    ,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Transptochus,sp.,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Trichalophus,albonotatus,gonochorous,XY,NeoXY  ,male heterogametic,,28,28
Coleoptera,Curculionidae,Tropiphorus,carinatus,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Tropiphorus,cucullatus,parthenogenetic,,,,,41,
Coleoptera,Curculionidae,Tropiphorus,elevatus,parthenogenetic,,,,,33,
Coleoptera,Curculionidae,Tropiphorus,terricola,parthenogenetic,,,,,44,
Coleoptera,Curculionidae,Tychius,aureolus femoralis    ,gonochorous,XY,Xyp,male heterogametic,,40,40
Coleoptera,Curculionidae,Tychius,ginsuji,gonochorous,XY,Xyp,male heterogametic,,34,34
Coleoptera,Curculionidae,Tychius,sp. 1    ,gonochorous,XY,Xyp,male heterogametic,,34,34
Coleoptera,Curculionidae,Tychius,stephensi,gonochorous,XY,Xyp,male heterogametic,,40,40
Coleoptera,Curculionidae,Tylotus,chrysops as O. chrysops  ,gonochorous,,,,,,22
Coleoptera,Curculionidae,Xanium,vanhoeffenianum,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Xanthochelus,sp.,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Curculionidae,Zacladus,geranii,gonochorous,XY,Xyp,male heterogametic,,28,28
Coleoptera,Dermestidae,Anthrenus,fasciatus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Anthrenus,flavipes,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Anthrenus,sp.,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Anthrenus,verbasci,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Attagenus,elongatulus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Attagenus,megatoma,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,ater,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,caninus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,frischii,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,frischii,gonochorous,complex XY,Xyyp  ,male heterogametic,,,19
Coleoptera,Dermestidae,Dermestes,haemorrhoidalis,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,lardarius,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,maculatus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,maculatus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,peruvianus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,talpinus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermestes,vulpinus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Dermests,signatus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Orphilus,subnitidus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Dermestidae,Trogoderma,glabrum,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Trogoderma,glabrum,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Dermestidae,Trogoderma,inclusum,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Trogoderma,parabile,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dermestidae,Trogoderma,parabile,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Dermestidae,Trogoderma,variabile,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Dytiscidae,Agabus,biguttatus ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Agabus,bipustulatus ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Agabus,bipustulatus ,gonochorous,XY,Xyp,male heterogametic,,42,42
Coleoptera,Dytiscidae,Agabus,confinis ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Agabus,confinis ,gonochorous,XY,,male heterogametic,,42,42
Coleoptera,Dytiscidae,Agabus,conspersus ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Agabus,conspersus ,gonochorous,XY,,male heterogametic,,40,40
Coleoptera,Dytiscidae,Agabus,ramblae ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Agabus,sturmi ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Agabus,sturmi ,gonochorous,XY,Xyp,male heterogametic,,42,42
Coleoptera,Dytiscidae,Boreonectes,alpestris ,gonochorous,XO,,male heterogametic,,56,55
Coleoptera,Dytiscidae,Boreonectes,griseostriatus ,gonochorous,XO,,male heterogametic,,62,61
Coleoptera,Dytiscidae,Boreonectes,ibericus ,gonochorous,XO,,male heterogametic,,54,53
Coleoptera,Dytiscidae,Boreonectes,macedonicus,gonochorous,XO,,male heterogametic,,54,53
Coleoptera,Dytiscidae,Boreonectes,multilineatus ,gonochorous,XO,,male heterogametic,,58,57
Coleoptera,Dytiscidae,Boreonectes,riberae ,gonochorous,XO,,male heterogametic,,56,55
Coleoptera,Dytiscidae,Colymbetes,adpressus,gonochorous,XY,,male heterogametic,,44,44
Coleoptera,Dytiscidae,Colymbetes,affinis,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,biguttatus,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,binotatus,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,bipustulatus,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,bipustulatus var. solieri,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,confinis,,,,male heterogametic,,44,
Coleoptera,Dytiscidae,Colymbetes,congener,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,conspersus,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,fuscus,gonochorous,XO,,male heterogametic,,42,41
Coleoptera,Dytiscidae,Colymbetes,fuscus ,gonochorous,,,,,,36
Coleoptera,Dytiscidae,Colymbetes,infuscatus,gonochorous,XY,NeoXY,male heterogametic,,44,44
Coleoptera,Dytiscidae,Colymbetes,labiatus,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,lapponicus,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,melanarius,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,nebulosus,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,nevadensis,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,paykulli,gonochorous,XO,,male heterogametic,,42,41
Coleoptera,Dytiscidae,Colymbetes,paykulli ,gonochorous,XY,Xyp,male heterogametic,,36,36
Coleoptera,Dytiscidae,Colymbetes,paykulli ,gonochorous,XO,,male heterogametic,,38,37
Coleoptera,Dytiscidae,Colymbetes,piceus ,gonochorous,XO,,male heterogametic,,42,41
Coleoptera,Dytiscidae,Colymbetes,ramblae,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,serricornis,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,striatus,gonochorous,XO,,male heterogametic,,42,41
Coleoptera,Dytiscidae,Colymbetes,striatus ,gonochorous,XY,,male heterogametic,,40,40
Coleoptera,Dytiscidae,Colymbetes,striatus ,gonochorous,XY,,male heterogametic,,42,42
Coleoptera,Dytiscidae,Colymbetes,striatus ,gonochorous,XY,,male heterogametic,,44,44
Coleoptera,Dytiscidae,Colymbetes,sturmii,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,thomsoni,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,unguicularis,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Colymbetes,wollastoni,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Cybister,japonicus ,gonochorous,,,,,,43
Coleoptera,Dytiscidae,Cybister,lateromarginalis ,gonochorous,,,,,,22
Coleoptera,Dytiscidae,Cybister,limbatus ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Cybister,sugillatus ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Cybister,tripunctatus ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Deronectes,angusi,gonochorous,XY,,male heterogametic,,50,50
Coleoptera,Dytiscidae,Deronectes,costipennis costipennis,gonochorous,XY,NeoXY  ,male heterogametic,,28,28
Coleoptera,Dytiscidae,Deronectes,costipennis gignouxi,gonochorous,XY,NeoXY  ,male heterogametic,,28,28
Coleoptera,Dytiscidae,Deronectes,ferrugineus,gonochorous,XY,,male heterogametic,,62,62
Coleoptera,Dytiscidae,Deronectes,latus,gonochorous,XY,,male heterogametic,,50,50
Coleoptera,Dytiscidae,Deronectes,platynotus,gonochorous,XY,NeoXY  ,male heterogametic,,28,28
Coleoptera,Dytiscidae,Deronectes,wewalai,gonochorous,XY,,male heterogametic,,62,62
Coleoptera,Dytiscidae,Dytiscus,circumcinctus ,gonochorous,XY,,male heterogametic,,38,38
Coleoptera,Dytiscidae,Dytiscus,dauricus ,gonochorous,,,,,,37
Coleoptera,Dytiscidae,Dytiscus,marginalis ,gonochorous,XY,,male heterogametic,,38,38
Coleoptera,Dytiscidae,Dytiscus,marginalis ,gonochorous,,,,,40,
Coleoptera,Dytiscidae,Dytiscus,marginalis ,gonochorous,,,,,,39
Coleoptera,Dytiscidae,Dytiscus,marginalis czerskii ,gonochorous,,,,,,37
Coleoptera,Dytiscidae,Dytiscus,sp. ,gonochorous,,,,,,34
Coleoptera,Dytiscidae,Dytiscus,sp. ,gonochorous,,,,,,39
Coleoptera,Dytiscidae,Dytiscus,sp. ,gonochorous,,,,,,40
Coleoptera,Dytiscidae,Eretes,sp. ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Eretes,strictus ,gonochorous,XO,,male heterogametic,,44,43
Coleoptera,Dytiscidae,Hydaticus,decorus ,gonochorous,XO,,male heterogametic,,42,41
Coleoptera,Dytiscidae,Hydaticus,fabricii ,gonochorous,XO,,male heterogametic,,42,41
Coleoptera,Dytiscidae,Hydaticus,leander ,gonochorous,XO,,male heterogametic,,46,45
Coleoptera,Dytiscidae,Hydaticus,luczonicus ,gonochorous,XO,,male heterogametic,,42,41
Coleoptera,Dytiscidae,Hydaticus,vittatus ,gonochorous,XO,,male heterogametic,,42,41
Coleoptera,Dytiscidae,Hydaticus,vittatus ,gonochorous,XO,,male heterogametic,,46,45
Coleoptera,Dytiscidae,Hydroporus,humilis ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Hydrovatus,cuspidatus ,gonochorous,XO,,male heterogametic,,34,33
Coleoptera,Dytiscidae,Ilybius,aenescens ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,albarracinensis ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,ater ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,chalconatus ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,erichsoni ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,fenestratus ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,fuliginosus ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,guttiger ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,montanus ,gonochorous,XO,,male heterogametic,,34,33
Coleoptera,Dytiscidae,Ilybius,neglectus ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,quadriguttatus ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,subaeneus ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,vittiger ,gonochorous,XO,,male heterogametic,,36,35
Coleoptera,Dytiscidae,Ilybius,wasastjernae ,gonochorous,XO,,male heterogametic,,38,37
Coleoptera,Dytiscidae,Nebrioporus,amicorum,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,assimilis,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,baeticus,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,bucheti,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,canaliculatus,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,canariensis,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,carinatus,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,ceresyi,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,croceus,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,crotchi,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,depressus,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,depressus elegans int.,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,elegans,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,fabressei,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,insignis ,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,lanceolatus,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,lanceolatus ,gonochorous,XO,,male heterogametic,,50,49
Coleoptera,Dytiscidae,Nebrioporus,martinii,gonochorous,XO,,male heterogametic,,50,49
