clade,species,haploid_number,citation
Asteraceae,Disynaphia ligulaefolia,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dittrichia viscosa,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doellia bovei,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doellingeria umbellata,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doellingeria scabra,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doellingeria infirma,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doniophyton anomalum,24,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doniophyton weddellii,25,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum grandiflorum,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum plantagineum,60,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum austriacum,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum carpetanum,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum cataractarum,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum clusii,60,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum columnae,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum corsicum,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum glaciale,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum hungaricum,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum kamaonense,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum macrophyllum,45,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum oblongifolium,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum orientale,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Doronicum pardalianches,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia linearis,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia microcephala,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia reticulata,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia latifolia,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia montana,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia platyphylla,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia arborea,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia menziesii,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia molokaiensis,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia laxa,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia scabra,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia laevigata,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia ciliolata,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia dolosa,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia herbstobatae,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia imbricata,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia knudsenii,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia paleata,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia pauciflorula,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia plantaginea,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia raillardioides,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia sherffiana,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia waialealae,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubautia waianapanapaensis,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dubyaea hispida,8,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dugaldia pinetorum,15,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dugesia mexicana,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Duhaldea eupatorioides,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Duhaldea cappa,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Duhaldea cuspidata,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyscritothamnus filifolius,20,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyscritothamnus matudae,20,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dysodiopsis tagetoides,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyssodia papposa,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyssodia porophyllum,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyssodia montana,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyssodia decipiens,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyssodia pinnata,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyssodia porophylla,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyssodia tagetiflora,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Dyssodia tenuiloba,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eastwoodia elegans,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eatonella nivea,19,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea angustifolia,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea laevigata,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea purpurea,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea pallida,22,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea atrorubens,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea paradoxa,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea sanguinea,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea simulata,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinacea tennesseensis,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinops sphaerocephalus,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinops cornigerus,15,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinops echinatus,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinops niveus,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinops ritro,16,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinops ritrodes,16,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinops spinosissimus,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Echinops taekholmiana,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eclipta alba,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eclipta prostrata,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Egletes viscosa,27,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Egletes prostrata,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eirmocephala brachiata,16,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eirmocephala megaphylla,17,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elaphandra paucipunctata,13,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elaphandra quinquenervis,14,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elephantopus mollis,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elephantopus carolinianus,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elephantopus tomentosus,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elephantopus angustifolia,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elephantopus scaber,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elephantopus elatus,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Elephantopus nudatus,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eleutheranthera tenella,16,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eleutheranthera ruderalis,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia integrifolia,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia adscendens,15,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia coccinea,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia abyssinica,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia baberka,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia citrina,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia discifolia,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia fosbergii,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia hockii,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia marlothiana,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia praetermissa,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia protracta,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Emilia sonchifolia,5,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia palmeri,17,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia canescens,17,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia frutescens,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia californica,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia scaposa,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia nutans,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia halimifolia,17,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia densifolia,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia farinosa,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia ravenii,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia resinifera,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia stenophylla,17,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Encelia virginensis,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Enceliopsis nudicaulis,17,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Enceliopsis covillei,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Engelmannia pinnatifida,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Engelmannia peristenia,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Enydra fluctuans,11,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Epaltes mexicana,10,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erato sodiroi,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erato polymnioides,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erato vulcanica,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erechtites minima,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erechtites hieracifolia,20,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erechtites glomeratus,30,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erechtites hieraciifolius,20,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erechtites minimus,20,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erechtites valerianifolia,20,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erechtites valerianifolius,20,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eremanthus elaeagnus,15,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eremosis tomentosa,27,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eremosis arctioides,19,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Eremosis leiocarpa,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria nana,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria paniculata,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria cooperi,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria palmeri,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria ×,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria arborescens,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria discoidea,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria parryi,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria linearifolia,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria parishii,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria watsonii,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria suffruticosa,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria cuneata,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria laricifolia,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria ericoides,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria obovata,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria greenei,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria fasciculata,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria crispa,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria albida,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria bloomeri,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria brachylepis,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria compacta,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria gilmanii,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria juarezensis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria nauseosa,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria pinifolia,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria resinosa,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria teretifolia,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Ericameria zionis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron pubescens,36,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron linearis,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron divergens,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron pringlei,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron strigosus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron uniflorus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron borealis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron granatensis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron alpinus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron hispidus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron nivalis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron rupicola,27,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron guatemalensis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron humilis,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron andicola,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron longipes,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron caespitosus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron procumbens,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron coulteri,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron wislizeni,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron modestus,27,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron glaucus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron tenuis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron bellioides,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron eatonii,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron multicaulis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron sumatrensis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron arizonicus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron filifolius,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron elatus,18,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron bloomeri,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron acer,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron acomanus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron acris,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron adenolepis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron aegyptiacus,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron affinis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron alpiniformis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron annuus,27,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron aphanactis,9,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
Asteraceae,Erigeron apiculatus,27,Chromosome Counts Database (CCDB). https://ccdb.tau.ac.il/
