state,posterior,prior,likelihood,16s_fas_gb.treeLikelihood,18s_fas_gb.treeLikelihood,28s_fas_gb.treeLikelihood,coi_1_1.treeLikelihood,speciation
1047000,-390063.2023,-5209.077511,-384854.1248,-69224.76164,-62120.38367,-20799.14393,-232709.8355,-5179.135481
1048000,-390059.6752,-5207.003215,-384852.6719,-69180.13712,-62350.85766,-20818.0649,-232503.6123,-5176.353681
1049000,-390062.6889,-5208.4213,-384854.2676,-69177.13824,-62326.57208,-20812.6792,-232537.8781,-5177.676608
1050000,-390060.0413,-5208.037433,-384852.0039,-69185.25796,-62334.49769,-20819.27533,-232512.9729,-5177.588593
1051000,-390035.656,-5214.776506,-384820.8795,-69154.30647,-62337.05999,-20810.71733,-232518.7957,-5183.476596
1052000,-390054.8196,-5215.609612,-384839.21,-69207.94723,-62224.68522,-20788.817,-232617.7605,-5184.931312
1053000,-390066.2665,-5218.269107,-384847.9974,-69207.63637,-62287.85468,-20786.38418,-232566.1222,-5185.240818
1054000,-390035.3983,-5210.790377,-384824.608,-69195.45415,-62312.68389,-20802.87318,-232513.5967,-5181.02872
1055000,-390046.3602,-5214.366486,-384831.9937,-69189.24328,-62279.70746,-20776.7495,-232586.2935,-5184.199739
1056000,-390056.4961,-5213.50057,-384842.9955,-69189.37066,-62285.00172,-20781.03911,-232587.5841,-5182.705166
1057000,-390043.8299,-5211.415737,-384832.4142,-69162.57872,-62342.96299,-20784.24229,-232542.6302,-5181.665331
1058000,-390044.4262,-5211.918957,-384832.5072,-69190.6022,-62386.87512,-20802.023,-232453.0069,-5181.533204
1059000,-390040.1742,-5212.273083,-384827.9012,-69160.24878,-62421.72074,-20813.67673,-232432.2549,-5182.886212
1060000,-390038.1782,-5214.683758,-384823.4944,-69202.50147,-62242.50146,-20787.63652,-232590.855,-5185.865305
1061000,-390030.8376,-5214.61099,-384816.2266,-69143.48004,-62418.88109,-20811.44892,-232442.4165,-5185.37442
1062000,-390031.3388,-5211.127643,-384820.2112,-69186.34965,-62348.80738,-20799.37609,-232485.6781,-5182.28953
1063000,-390039.2542,-5209.346087,-384829.9081,-69191.02621,-62291.7371,-20808.05838,-232539.0864,-5181.646517
1064000,-390047.7477,-5213.99237,-384833.7553,-69192.52177,-62209.39628,-20771.33468,-232660.5026,-5184.859617
1065000,-390010.9753,-5209.825305,-384801.15,-69157.98937,-62309.58579,-20788.31882,-232545.2561,-5181.295449
1066000,-390003.125,-5215.586147,-384787.5388,-69182.37983,-62235.28102,-20788.72385,-232581.1541,-5184.949418
1067000,-389993.4141,-5209.975504,-384783.4386,-69144.81966,-62371.0345,-20791.48178,-232476.1026,-5178.952043
1068000,-390007.6058,-5210.591184,-384797.0146,-69145.10433,-62430.30545,-20816.15224,-232405.4526,-5183.039665
1069000,-390017.0646,-5210.982364,-384806.0823,-69166.53662,-62252.14623,-20778.0586,-232609.3408,-5182.583917
1070000,-390028.7877,-5211.116986,-384817.6707,-69155.24995,-62271.52422,-20769.8799,-232621.0166,-5181.829024
1071000,-390045.2801,-5212.981676,-384832.2985,-69169.49129,-62222.18777,-20780.20886,-232660.4105,-5184.54134
1072000,-390023.6837,-5215.58854,-384808.0951,-69134.81702,-62300.22956,-20795.76205,-232577.2865,-5188.120343
1073000,-390016.1854,-5215.089505,-384801.0959,-69167.47968,-62234.53783,-20784.00838,-232615.07,-5187.294285
1074000,-390018.078,-5211.370131,-384806.7079,-69157.45661,-62249.12367,-20766.49181,-232633.6358,-5183.158733
1075000,-390020.699,-5214.169594,-384806.5294,-69164.78193,-62252.06204,-20790.83964,-232598.8458,-5185.678731
1076000,-390022.0578,-5211.746342,-384810.3114,-69155.20626,-62320.10932,-20802.02561,-232532.9702,-5183.254106
1077000,-390017.1817,-5215.728057,-384801.4536,-69175.22567,-62271.90689,-20819.20912,-232535.112,-5186.207593
1078000,-390017.4933,-5216.083899,-384801.4095,-69171.84495,-62197.74786,-20818.07663,-232613.74,-5186.393809
1079000,-390004.3469,-5216.00171,-384788.3452,-69143.41578,-62363.34494,-20841.15636,-232440.4281,-5185.757825
1080000,-390000.922,-5211.177543,-384789.7444,-69152.27008,-62355.6986,-20836.4257,-232445.3501,-5182.878477
1081000,-390018.4403,-5218.886966,-384799.5533,-69169.61789,-62311.60847,-20820.4839,-232497.843,-5188.989811
1082000,-390018.7017,-5215.012956,-384803.6887,-69180.51204,-62324.10857,-20835.93782,-232463.1303,-5184.454528
1083000,-390030.9818,-5215.332595,-384815.6492,-69159.13129,-62461.67233,-20846.29079,-232348.5548,-5186.032779
1084000,-390028.149,-5213.568023,-384814.581,-69158.81898,-62383.15493,-20833.81121,-232438.7959,-5185.213136
1085000,-390018.4736,-5209.176907,-384809.2967,-69179.65698,-62197.25583,-20811.25281,-232621.1311,-5180.985796
1086000,-390019.3157,-5210.813271,-384808.5025,-69167.92078,-62221.12243,-20822.2518,-232597.2075,-5182.115763
1087000,-390018.3109,-5207.201259,-384811.1097,-69182.672,-62338.00923,-20860.37336,-232430.0551,-5179.803768
1088000,-390011.1811,-5207.824379,-384803.3567,-69165.18324,-62330.70841,-20846.09153,-232461.3735,-5180.349353
1089000,-390008.1202,-5210.140451,-384797.9797,-69166.57124,-62226.37411,-20840.32344,-232564.7109,-5182.707187
1090000,-389997.2172,-5212.963138,-384784.2541,-69154.41941,-62337.10227,-20850.1884,-232442.544,-5183.422886
1091000,-389997.1919,-5217.24707,-384779.9448,-69178.84019,-62256.53408,-20830.78715,-232513.7834,-5186.575557
1092000,-390007.3296,-5222.975305,-384784.3543,-69150.44792,-62275.9943,-20839.02161,-232518.8904,-5192.521887
1093000,-389987.7759,-5216.096003,-384771.6799,-69127.51281,-62369.52761,-20854.03074,-232420.6087,-5186.762423
1094000,-389990.1272,-5218.158286,-384771.9689,-69122.42455,-62263.46844,-20839.44245,-232546.6334,-5188.987255
1095000,-389975.724,-5217.558907,-384758.1651,-69111.41889,-62331.82562,-20857.41511,-232457.5054,-5187.907407
1096000,-389961.2141,-5214.649998,-384746.5641,-69105.53168,-62331.10302,-20863.62936,-232446.3,-5183.463891
1097000,-389963.9577,-5216.31225,-384747.6455,-69101.82489,-62389.79473,-20863.01576,-232393.0101,-5185.64061
1098000,-389950.7292,-5216.598862,-384734.1303,-69102.13258,-62347.37443,-20832.1848,-232452.4385,-5189.453696
1099000,-389952.083,-5215.901695,-384736.1813,-69089.29571,-62353.77965,-20827.56868,-232465.5373,-5189.083419
1100000,-389948.3944,-5217.101763,-384731.2927,-69089.56866,-62275.75689,-20800.34655,-232565.6206,-5189.422892
1101000,-389963.1022,-5217.983379,-384745.1189,-69090.7381,-62407.4282,-20813.29458,-232433.658,-5191.02382
1102000,-389969.5656,-5216.348383,-384753.2172,-69131.58186,-62325.61188,-20810.43946,-232485.584,-5188.609142
1103000,-389978.1785,-5215.438844,-384762.7397,-69137.55882,-62363.4198,-20810.88919,-232450.8719,-5188.253567
1104000,-389983.8923,-5216.218505,-384767.6738,-69149.38905,-62317.65951,-20817.41434,-232483.2109,-5187.721483
1105000,-390001.0572,-5218.748762,-384782.3084,-69164.50828,-62262.65289,-20800.58736,-232554.5599,-5190.967976
1106000,-389989.5526,-5218.471515,-384771.0811,-69141.82826,-62304.28315,-20800.97413,-232523.9956,-5191.16223
1107000,-389988.9331,-5220.222111,-384768.711,-69141.77237,-62388.75208,-20795.80985,-232442.3767,-5192.031382
1108000,-389971.7081,-5221.422171,-384750.286,-69171.11591,-62297.65571,-20819.10441,-232462.4099,-5194.281637
1109000,-389958.9558,-5217.38183,-384741.574,-69130.67913,-62362.96791,-20817.60859,-232430.3184,-5190.177359
1110000,-389966.6572,-5219.981751,-384746.6755,-69136.71921,-62323.91834,-20814.2405,-232471.7974,-5192.791828
1111000,-389960.3064,-5220.017955,-384740.2884,-69147.76086,-62364.3365,-20839.26787,-232388.9232,-5192.654575
1112000,-389985.1198,-5224.975088,-384760.1448,-69135.49927,-62356.25216,-20828.76407,-232439.6293,-5194.784831
1113000,-389961.9384,-5220.46696,-384741.4715,-69113.10704,-62370.50276,-20850.10262,-232407.7591,-5193.275076
1114000,-389980.9766,-5220.210589,-384760.766,-69121.40212,-62400.14975,-20858.98519,-232380.2289,-5191.226121
1115000,-389986.8526,-5220.197441,-384766.6551,-69147.66267,-62370.39811,-20843.30956,-232405.2848,-5191.793714
1116000,-389982.935,-5223.231218,-384759.7038,-69139.62125,-62292.42002,-20818.15595,-232509.5065,-5194.805091
1117000,-389985.602,-5222.460287,-384763.1417,-69115.46672,-62376.63786,-20837.47135,-232433.5658,-5195.224288
1118000,-389989.602,-5224.507444,-384765.0946,-69129.71556,-62316.28667,-20820.49995,-232498.5924,-5196.533822
1119000,-389986.7926,-5218.863691,-384767.9289,-69141.91844,-62296.47129,-20837.88838,-232491.6508,-5191.648317
1120000,-389986.6805,-5218.886166,-384767.7943,-69136.01069,-62400.91192,-20836.80713,-232394.0646,-5191.051581
1121000,-390000.6012,-5221.876856,-384778.7243,-69120.2514,-62390.79574,-20833.77509,-232433.9021,-5194.466268
1122000,-390007.3893,-5224.15272,-384783.2366,-69089.20015,-62464.72811,-20851.09483,-232378.2135,-5194.911182
1123000,-390008.0025,-5220.704984,-384787.2976,-69116.65152,-62308.63216,-20824.0292,-232537.9847,-5193.245274
1124000,-389993.1234,-5220.144,-384772.9794,-69091.80462,-62446.701,-20838.39295,-232396.0808,-5191.222732
1125000,-389997.8174,-5222.863795,-384774.9536,-69115.23096,-62336.24753,-20826.58114,-232496.894,-5193.57094
1126000,-389992.7672,-5225.877476,-384766.8897,-69103.24516,-62374.89084,-20837.64422,-232451.1095,-5197.572279
1127000,-390017.841,-5228.641677,-384789.1993,-69114.79101,-62370.34817,-20825.08315,-232478.977,-5201.441201
1128000,-390015.801,-5228.420499,-384787.3805,-69128.63548,-62343.47494,-20816.39131,-232498.8787,-5199.477371
1129000,-390017.2583,-5231.265323,-384785.993,-69128.26838,-62397.76554,-20814.22923,-232445.7299,-5199.473814
1130000,-390009.3331,-5224.626089,-384784.707,-69129.37066,-62346.38315,-20800.55177,-232508.4014,-5196.817192
1131000,-389992.8557,-5225.241133,-384767.6146,-69137.42439,-62261.64177,-20800.46093,-232568.0875,-5197.34357
1132000,-389989.7808,-5225.082321,-384764.6985,-69129.4361,-62284.61043,-20812.61315,-232538.0388,-5196.970633
1133000,-389999.6014,-5227.859361,-384771.742,-69128.33975,-62367.92741,-20819.04241,-232456.4325,-5199.214543
1134000,-390017.0276,-5221.081477,-384795.9461,-69141.13069,-62356.55054,-20806.69704,-232491.5678,-5192.508159
1135000,-390023.447,-5218.375958,-384805.071,-69135.23552,-62327.02011,-20828.111,-232514.7044,-5188.967418
1136000,-390034.6331,-5227.10888,-384807.5243,-69126.22503,-62307.35156,-20806.03638,-232567.9113,-5196.025664
1137000,-390025.6959,-5222.832637,-384802.8633,-69124.0291,-62336.65395,-20831.73881,-232510.4414,-5192.46042
1138000,-390024.7756,-5217.632014,-384807.1436,-69127.03831,-62359.25485,-20830.1718,-232490.6786,-5190.510669
1139000,-390021.7067,-5215.735528,-384805.9712,-69134.55496,-62404.58457,-20841.99106,-232424.8406,-5190.098247
1140000,-390008.8848,-5220.020198,-384788.8646,-69138.67161,-62409.18944,-20842.02181,-232398.9817,-5194.321741
1141000,-390012.2318,-5218.414274,-384793.8175,-69130.56356,-62332.14536,-20821.70884,-232509.3998,-5190.951853
1142000,-390026.7,-5217.826403,-384808.8736,-69145.239,-62339.26256,-20816.19102,-232508.181,-5191.09641
1143000,-390026.5687,-5225.412486,-384801.1562,-69146.81625,-62324.04796,-20823.02422,-232507.2678,-5195.383517
1144000,-390031.9645,-5216.648129,-384815.3164,-69158.54765,-62329.35968,-20821.85612,-232505.553,-5190.81993
1145000,-390029.0185,-5222.151693,-384806.8668,-69140.17224,-62387.5064,-20833.19411,-232445.994,-5193.337167
1146000,-390020.2846,-5222.610574,-384797.6741,-69149.38875,-62278.31007,-20832.11866,-232537.8566,-5194.175033
1147000,-390010.7937,-5220.514298,-384790.2794,-69144.46992,-62411.79749,-20838.12642,-232395.8856,-5190.956877
1148000,-390019.43,-5219.753269,-384799.6768,-69180.85384,-62212.03035,-20796.82952,-232609.9631,-5189.29454
1149000,-390017.4841,-5217.802811,-384799.6813,-69173.02923,-62337.52335,-20797.70609,-232491.4226,-5188.87762
1150000,-390001.3277,-5215.497032,-384785.8307,-69177.21205,-62349.74064,-20794.46132,-232464.4167,-5186.102676
1151000,-390028.356,-5218.923978,-384809.432,-69166.32336,-62309.12669,-20797.69671,-232536.2853,-5190.54326
1152000,-390037.1529,-5214.989884,-384822.163,-69153.98037,-62332.736,-20788.37746,-232547.0692,-5189.252471
1153000,-390042.7645,-5214.772057,-384827.9925,-69188.11616,-62295.53828,-20770.55644,-232573.7816,-5189.076655
1154000,-390028.8582,-5216.375376,-384812.4828,-69206.48249,-62220.49334,-20754.40104,-232631.1059,-5188.842859
1155000,-390047.4509,-5218.887741,-384828.5632,-69193.62308,-62313.9891,-20786.81963,-232534.1314,-5192.988657
1156000,-390058.3666,-5215.882595,-384842.484,-69215.27066,-62231.48877,-20765.16628,-232630.5583,-5188.912301
1157000,-390071.8658,-5231.970242,-384839.8955,-69179.48809,-62434.49317,-20798.76953,-232427.1447,-5199.195848
1158000,-390043.1688,-5220.3984,-384822.7704,-69210.87085,-62325.13693,-20759.76224,-232527.0004,-5192.18412
1159000,-390033.4262,-5217.734174,-384815.692,-69230.73883,-62262.97597,-20736.62946,-232585.3478,-5190.665438
1160000,-390025.0703,-5221.072669,-384803.9977,-69202.06777,-62374.04467,-20769.98211,-232457.9031,-5193.112605
1161000,-390017.594,-5217.046304,-384800.5477,-69210.35092,-62327.78091,-20770.49728,-232491.9186,-5190.390544
1162000,-390033.1525,-5219.229465,-384813.923,-69206.57754,-62279.06148,-20750.55473,-232577.7292,-5192.336254
1163000,-390044.0803,-5218.908731,-384825.1716,-69222.76106,-62348.37567,-20768.82533,-232485.2095,-5192.654546
1164000,-390050.3392,-5216.265473,-384834.0737,-69220.18903,-62334.69026,-20763.08213,-232516.1123,-5187.271202
1165000,-390022.4199,-5219.154526,-384803.2654,-69193.45296,-62212.40177,-20779.48123,-232617.9294,-5192.840666
1166000,-390009.862,-5216.84014,-384793.0218,-69159.04397,-62355.09417,-20784.28531,-232494.5984,-5192.591204
1167000,-390008.1777,-5219.240963,-384788.9367,-69179.63967,-62306.79,-20783.647,-232518.8601,-5191.708714
1168000,-389985.6676,-5219.792174,-384765.8754,-69149.49236,-62362.97484,-20789.14315,-232464.2651,-5194.291848
1169000,-390013.1965,-5223.130786,-384790.0657,-69165.12672,-62422.81523,-20774.12148,-232428.0023,-5195.069335
1170000,-390011.5509,-5222.554207,-384788.9967,-69199.8811,-62358.47882,-20777.83701,-232452.7998,-5194.987868
1171000,-390024.1136,-5220.911918,-384803.2017,-69208.42708,-62389.01688,-20787.35575,-232418.402,-5192.923408
1172000,-390017.9182,-5217.398158,-384800.52,-69208.73802,-62366.82422,-20827.13251,-232397.8253,-5190.631433
1173000,-390026.4609,-5220.881515,-384805.5794,-69198.44895,-62319.74745,-20772.64233,-232514.7407,-5195.093524
1174000,-390014.6935,-5214.755085,-384799.9384,-69171.42356,-62334.71061,-20770.89865,-232522.9056,-5189.57179
1175000,-390000.9574,-5218.5258,-384782.4316,-69141.47936,-62491.30065,-20769.8626,-232379.789,-5193.826987
1176000,-389981.6874,-5213.864592,-384767.8228,-69152.92689,-62379.47774,-20755.53523,-232479.8829,-5189.635694
1177000,-389984.4092,-5215.303463,-384769.1058,-69160.93556,-62414.45333,-20805.36424,-232388.3526,-5189.711984
1178000,-390001.636,-5212.662869,-384788.9731,-69192.00764,-62178.73668,-20789.16709,-232629.0617,-5189.262917
1179000,-389993.4277,-5212.418278,-384781.0094,-69142.25679,-62431.49226,-20856.13659,-232351.1238,-5188.718467
1180000,-389979.2521,-5218.417618,-384760.8344,-69133.22133,-62422.50415,-20840.3211,-232364.7879,-5192.864189
1181000,-389980.0181,-5213.700967,-384766.3171,-69126.68154,-62466.38542,-20841.41914,-232331.831,-5189.554592
1182000,-389990.0358,-5212.805558,-384777.2303,-69145.7221,-62412.21836,-20851.63008,-232367.6597,-5188.683955
1183000,-389985.0129,-5214.499661,-384770.5132,-69141.08337,-62367.04553,-20842.50355,-232419.8807,-5190.302671
1184000,-389973.0268,-5220.517593,-384752.5092,-69137.37469,-62364.43448,-20847.6727,-232403.0274,-5193.878161
1185000,-389968.963,-5218.21869,-384750.7443,-69138.48069,-62274.61493,-20829.03849,-232508.6102,-5193.700067
1186000,-389969.3079,-5219.247531,-384750.0603,-69142.72011,-62304.22854,-20799.40601,-232503.7057,-5193.163152
1187000,-389986.6066,-5219.422027,-384767.1845,-69120.00534,-62412.93364,-20807.29597,-232426.9496,-5194.843799
1188000,-389983.3376,-5214.666551,-384768.6711,-69117.58491,-62396.36014,-20809.92164,-232444.8044,-5188.877056
1189000,-390003.0079,-5214.204076,-384788.8038,-69098.35219,-62436.77433,-20824.39301,-232429.2843,-5188.319176
1190000,-390008.7331,-5215.513443,-384793.2197,-69164.54176,-62260.34758,-20788.30293,-232580.0274,-5190.904992
1191000,-389983.9976,-5210.57314,-384773.4244,-69144.72076,-62318.40934,-20782.94486,-232527.3495,-5185.555095
1192000,-390012.8798,-5218.174626,-384794.7052,-69132.03549,-62378.08912,-20757.90087,-232526.6797,-5189.107995
1193000,-390027.2078,-5214.660373,-384812.5474,-69152.10327,-62378.26829,-20788.62839,-232493.5475,-5187.309097
1194000,-390023.9249,-5220.870511,-384803.0543,-69150.59407,-62365.87416,-20803.99113,-232482.595,-5192.577856
1195000,-390017.362,-5217.171819,-384800.1902,-69170.22292,-62285.33322,-20799.05522,-232545.5788,-5190.710308
1196000,-390011.5593,-5216.857671,-384794.7016,-69178.81531,-62249.71103,-20786.69365,-232579.4816,-5187.744008
1197000,-390013.5432,-5216.659507,-384796.8837,-69169.27445,-62281.68073,-20787.4178,-232558.5107,-5188.941792
1198000,-390001.1329,-5212.742923,-384788.3899,-69169.56468,-62254.04254,-20786.91581,-232577.8669,-5188.781213
1199000,-389999.8962,-5210.069564,-384789.8266,-69144.04112,-62224.71109,-20775.12645,-232645.9479,-5186.007938
1200000,-389988.671,-5211.292558,-384777.3784,-69118.84749,-62254.00135,-20774.65627,-232629.8733,-5187.202067
1201000,-389993.9045,-5211.836201,-384782.0683,-69145.31827,-62267.20404,-20784.21546,-232585.3305,-5184.359178
1202000,-389990.5692,-5206.538514,-384784.0307,-69147.7893,-62291.37456,-20788.50098,-232556.3658,-5182.109619
1203000,-389988.936,-5213.889828,-384775.0462,-69155.55936,-62239.85194,-20748.68569,-232630.9492,-5187.956189
1204000,-389984.1604,-5210.230039,-384773.9304,-69147.48222,-62238.91985,-20756.92393,-232630.6044,-5184.90831
1205000,-389975.1315,-5208.523653,-384766.6079,-69135.20989,-62189.30963,-20750.8085,-232691.2798,-5183.753167
1206000,-389978.9063,-5209.437959,-384769.4683,-69116.66144,-62309.876,-20807.16332,-232535.7676,-5184.1057
1207000,-389993.6829,-5211.664113,-384782.0188,-69114.91557,-62324.74174,-20791.76344,-232550.5981,-5186.034509
1208000,-390000.1524,-5206.987272,-384793.1652,-69123.64612,-62354.69397,-20790.13055,-232524.6945,-5181.737779
1209000,-389988.9809,-5204.395449,-384784.5855,-69094.35249,-62330.24429,-20778.35787,-232581.6308,-5179.618107
1210000,-389997.5,-5210.381187,-384787.1188,-69110.32225,-62347.0718,-20788.32954,-232541.3953,-5183.120095
1211000,-389996.7145,-5208.498691,-384788.2158,-69116.32734,-62375.0911,-20798.33645,-232498.4609,-5183.364065
1212000,-389991.535,-5211.326673,-384780.2083,-69119.87923,-62207.01651,-20758.54577,-232694.7668,-5185.146785
1213000,-389980.5265,-5209.648708,-384770.8778,-69123.16356,-62330.47437,-20802.033,-232515.2068,-5184.994653
1214000,-389995.7707,-5205.636186,-384790.1345,-69094.83566,-62456.66423,-20817.93137,-232420.7033,-5178.728656
