Order,Family,Genus,Species,Binomial,Female2n,Male2n,B chromosomes,Sex chromosome system,Notes-sex.chrom,Notes-diploid.num,Source
Rodentia,Cricetidae,Phenacomys,longicaudus,Phenacomys longicaudus,52,52,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Phodopus,roborovskii,Phodopus roborovskii,34,34,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Phodopus,sungorus,Phodopus sungorus,28,28,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Phodopus,sungorus campbelli,Phodopus sungorus campbelli,28,28,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Phodopus,sungorus sungorus,Phodopus sungorus sungorus,28,28,,XY,,,Radjabli et al. (Unpublished)
Rodentia,Cricetidae,Pitymys,mariae,Pitymys mariae,62,62,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Pitymys,thomasi,Pitymys thomasi,44,44,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Prometheomys,schaposchnikowi,Prometheomys schaposchnikowi,56,56,,XY,,,Sablina et al. (Unpublished)
Rodentia,Cricetidae,Reithrodontomys,fulvescens,Reithrodontomys fulvescens,50,50,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Reithrodontomys,megalotis,Reithrodontomys megalotis,42,42,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Salinomys,delicatus,Salinomys delicatus,18,19,,complex XY,XY1Y2,,Blackmon 2019
Rodentia,Cricetidae,Sigmodon,arizonae,Sigmodon arizonae,22,22,,XY,,,Swier et al. 2009
Rodentia,Cricetidae,Sigmodon,fulviventer,Sigmodon fulviventer,30,30,,XY,,,Swier et al. 2009
Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,52,52,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Sigmodon,mascotensis,Sigmodon mascotensis,28,28,,XY,,,Swier et al. 2009
Rodentia,Cricetidae,Sigmodon,minimus,Sigmodon minimus,30,30,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Synaptomys,cooperi,Synaptomys cooperi,50,50,,XY,,,Modi 1987
Rodentia,Cricetidae,Thaptomys,nigrita,Thaptomys nigrita,52,52,,XY,,,Hass et al. 2008
Rodentia,Cricetidae,Tscherskia,triton,Tscherskia triton,28,28,,XY,,,Romanenko et al. 2007
Rodentia,Cricetidae,Tylomys,nudicaudus,Tylomys nudicaudus,42,42,,XY,,,Blackmon 2019
Rodentia,Cricetidae,Tylomys,panamensis,Tylomys panamensis,52,52,,XY,,,Blackmon 2019
Rodentia,Ctenodactylidae,Ctenodactylus,gundi,Ctenodactylus gundi,40,40,,XY,,,George 1979
Rodentia,Ctenodactylidae,Ctenodactylus,vali,Ctenodactylus vali,40,40,,XY,,,George 1979
Rodentia,Ctenodactylidae,Felovia,vae,Felovia vae,36,36,,XY,,,George 1979
Rodentia,Ctenodactylidae,Massoutiera,mzabi,Massoutiera mzabi,36,36,,XY,,,George 1979
Rodentia,Ctenodactylidae,Pectinator,spekei,Pectinator spekei,40,40,,XY,,,George 1979
Rodentia,Ctenomyidae,Ctenomys,fulvus,Ctenomys fulvus,26,26,,XY,,,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,magellanicus magellanicus,Ctenomys magellanicus magellanicus,34,34,,XY,,,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,maulinus brunneus,Ctenomys maulinus brunneus,26,26,,XY,,,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,maulinus maulinus,Ctenomys maulinus maulinus,26,26,,XY,,,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,opimus,Ctenomys opimus,26,26,,XY,,,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,rionegrensis,Ctenomys rionegrensis,50,50,,XY,,,L. Garcia et al. 2002
Rodentia,Ctenomyidae,Ctenomys,robustus,Ctenomys robustus,26,26,,XY,,,Gallardo 1979
Rodentia,Ctenomyidae,Ctenomys,talarum,Ctenomys talarum,48,48,,XY,,,L. Garcia et al. 2002
Rodentia,Dasyproctidae,Dasyprocta,agouti,Dasyprocta agouti,64,64,,XY,,,Blackmon 2019
Rodentia,Dasyproctidae,Dasyprocta,fuliginosa,Dasyprocta fuliginosa,64,64,yes,XY,,,Ramos et al. 2003
Rodentia,Dasyproctidae,Myoprocta,acouchi,Myoprocta acouchi,62,62,,XY,,,Blackmon 2019
Rodentia,Diatomyidae,Laonastes,aenigmamus,Laonastes aenigmamus,40,40,,XY,chrom rearrangements,38-42,Richard et al. 2016
Rodentia,Dinomyidae,Dinomys,branickii,Dinomys branickii,58,58,,XY,,,CRES San Diego (Unpublished)
Rodentia,Dipodidae,Sicista,betulina,Sicista betulina,32,32,,XY,,,Kovalskaya et al. 2011
Rodentia,Dipodidae,Sicista,napaea,Sicista napaea,42,42,,XY,,,Graphodatsky (Unpublished)
Rodentia,Dipodidae,Sicista,severtzovi,Sicista severtzovi,26,26,,XY,,,Kovalskaya et al. 2011
Rodentia,Dipodidae,Sicista,strandi,Sicista strandi,44,44,,XY,,,Kovalskaya et al. 2011
Rodentia,Dipodidae,Sicista,subtilis nordmanni,Sicista subtilis nordmanni,26,26,,XY,,,Kovalskaya et al. 2011
Rodentia,Dipodidae,Sicista,subtilis subtilis,Sicista subtilis subtilis,24,24,,XY,,,Kovalskaya et al. 2011
Rodentia,Echimyidae,Dactylomys,dactylinus,Dactylomys dactylinus,96,96,,XY,,,Aniskin 1993
Rodentia,Echimyidae,Dactylomys,dactylinus,Dactylomys dactylinus,94,94,,XY,,,Aniskin 1993
Rodentia,Echimyidae,Isothrix,sinnamariensis,Isothrix sinnamariensis,28,28,,XY,,,Vie et al. 1996
Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix emiliae,62,62,,XY,,,Aniskin 1994b
Rodentia,Echimyidae,Lonchothrix,emiliae,Lonchothrix emiliae,60,60,,XY,,,Aniskin 1994b
Rodentia,Echimyidae,Myocastor,coypus,Myocastor coypus,42,42,,XY,,,Biltueva and Graphodatsky (Unpublished)
Rodentia,Echimyidae,Proechimys,brevicauda,Proechimys brevicauda,28,28,,XY,,,Aniskin 1994b
Rodentia,Echimyidae,Proechimys,goeldii,Proechimys goeldii,24,25,,complex XY,X1Y1Y2,,Rodrigues Da Costa et al. 2016
Rodentia,Echimyidae,Proechimys,goeldii,Proechimys goeldii,26,27,,complex XY,X1Y1Y2,,Rodrigues Da Costa et al. 2016
Rodentia,Echimyidae,Proechimys,longicaudatus,Proechimys longicaudatus,16,17,,complex XY,X1Y1Y2,,Amaral et al. 2013
Rodentia,Echimyidae,Proechimys,roberti,Proechimys roberti,30,30,,XY,,,Ribeiro et al. 2011
Rodentia,Echimyidae,Proechimys,semispinosus,Proechimys semispinosus,30,30,,XY,,,Blackmon 2019
Rodentia,Echimyidae,Proechimys,simonsi,Proechimys simonsi,32,32,,XY,,,Aniskin 1994b
Rodentia,Echimyidae,Proechimys,sp.1,Proechimys sp.1,30,30,,XY,,,Aniskin 1994b
Rodentia,Echimyidae,Proechimys,sp.2,Proechimys sp.2,34,34,,XY,,,Aniskin 1994b
Rodentia,Echimyidae,Proechimys,steerei,Proechimys steerei,24,24,,XY,,,Aniskin 1994b
Rodentia,Erethizontidae,Chaetomys,subspinosus,Chaetomys subspinosus,52,52,,XY,,,Vilela et al. 2009
Rodentia,Erethizontidae,Erethizon,dorsatum,Erethizon dorsatum,42,42,,XY,,,Blackmon 2019
Rodentia,Erethizontidae,Sphiggurus,villosus,Sphiggurus villosus,42,42,,XY,,,Bonvicino et al. 2000
Rodentia,Geomyidae,Geomys,attwateri,Geomys attwateri,70,70,,XY,,,Smolen and Bickham 1994
Rodentia,Geomyidae,Thomomys,talpoides,Thomomys talpoides,48,48,,XY,,,Thaeler Jr. 1974
Rodentia,Geomyidae,Thomomys,talpoides attenuatus,Thomomys talpoides attenuatus,48,48,,XY,,,Thaeler Jr. 1968
Rodentia,Geomyidae,Thomomys,talpoides pygmaeus,Thomomys talpoides pygmaeus,48,48,,XY,,,Thaeler Jr. 1968
Rodentia,Gliridae,Dryomys,nitedula,Dryomys nitedula,48,48,,XY,,,Graphodatsky (Unpublished)
Rodentia,Gliridae,Eliomys,melanurus,Eliomys melanurus,48,48,,XY,,,Sannier et al. 2011
Rodentia,Gliridae,Eliomys,quercinus,Eliomys quercinus,48,48,,XY,,,Graphodatsky (Unpublished)
Rodentia,Gliridae,Glis,glis,Glis glis,62,62,,XY,,,Graphodatsky (Unpublished)
Rodentia,Gliridae,Muscardinus,avellanarius,Muscardinus avellanarius,46,46,,XY,,,Graphodatsky (Unpublished)
Rodentia,Gliridae,Myomimus,personatus,Myomimus personatus,44,44,,XY,,,Graphodatsky (Unpublished)
Rodentia,Heterocephalidae,Heterocephalus,glaber,Heterocephalus glaber,60,60,,XY,,,Romanenko (Unpublished)
Rodentia,Heteromyidae,Dipodomys,agilis,Dipodomys agilis,60,60,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,deserti,Dipodomys deserti,64,64,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,elator,Dipodomys elator,72,72,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,elephantinus,Dipodomys elephantinus,60,60,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,graviceps,Dipodomys graviceps,70,70,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,heermanni,Dipodomys heermanni,52,52,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,ingens,Dipodomys ingens,64,64,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,merriami,Dipodomys merriami,52,52,,XY,,,Mascarello et al. 1974
Rodentia,Heteromyidae,Dipodomys,microps,Dipodomys microps,60,60,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,nelsoni,Dipodomys nelsoni,72,72,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,nitratoides,Dipodomys nitratoides,54,54,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,ordii largus,Dipodomys ordii largus,74,74,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,ornatus,Dipodomys ornatus,72,72,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,panamintinus,Dipodomys panamintinus,64,64,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,spectabilis,Dipodomys spectabilis,72,72,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,stephensi,Dipodomys stephensi,70,70,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Dipodomys,venustus,Dipodomys venustus,60,60,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Liomys,pictus,Liomys pictus,48,48,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Liomys,salvini,Liomys salvini,56,56,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Perognathus,goldmani,Perognathus goldmani,42,42,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Perognathus,intermedius,Perognathus intermedius,46,46,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Perognathus,penicillatus,Perognathus penicillatus,46,46,,XY,,,Blackmon 2019
Rodentia,Heteromyidae,Perognathus,spinatus,Perognathus spinatus,44,44,,XY,,,Blackmon 2019
Rodentia,Hystricidae,Hystrix,indica,Hystrix indica,66,66,,XY,,,Romanenko (Unpublished)
Rodentia,Muridae,Acomys,cahirinus-1,Acomys cahirinus-1,36,36,,XY,,,Blackmon 2019
Rodentia,Muridae,Acomys,cahirinus-2,Acomys cahirinus-2,38,38,,XY,,,Blackmon 2019
Rodentia,Muridae,Acomys,dimidiatus,Acomys dimidiatus,38,38,,XY,,,Romanenko (Unpublished)
Rodentia,Muridae,Apodemus,agrarius,Apodemus agrarius,48,48,,XY,,,Sablina et al. (Unpublished)
Rodentia,Muridae,Apodemus,flavicolis,Apodemus flavicolis,50,50,,XY,,,Blackmon 2019
Rodentia,Muridae,Apodemus,flavicolis,Apodemus flavicolis,48,48,yes,XY,,,Sablina et al. (Unpublished)
Rodentia,Muridae,Apodemus,mystaconus,Apodemus mystaconus,48,48,,XY,,,Sablina et al. (Unpublished)
Rodentia,Muridae,Apodemus,peninsulae,Apodemus peninsulae,48,48,yes (6),XY,,,Sablina et al. (Unpublished)
Rodentia,Muridae,Apodemus,speciosus,Apodemus speciosus,48,48,,XY,,,Blackmon 2019
Rodentia,Muridae,Apodemus,sylvaticus,Apodemus sylvaticus,48,48,,XY,,,Stanyon et al. 2004
Rodentia,Muridae,Apodemus,uralensis,Apodemus uralensis,48,48,,XY,,,Volobouev and Aniskin (Unpublished)
Rodentia,Muridae,Archboldomys,luzonensis,Archboldomys luzonensis,26,26,,XY,,,Rickart and Heany 2002
Rodentia,Muridae,Arvicanthis,ansorgei,Arvicanthis ansorgei,62,62,,XY,,,Volobouev et al. 2002b
Rodentia,Muridae,Arvicanthis,niloticus-cytotype 1A,Arvicanthis niloticus-cytotype 1A,62,62,,XY,,,Volobouev et al. 2002b
Rodentia,Muridae,Arvicanthis,niloticus-cytotype 1B,Arvicanthis niloticus-cytotype 1B,62,62,,XY,,,Volobouev et al. 2002b
Rodentia,Muridae,Arvicanthis,rufinus,Arvicanthis rufinus,62,62,,XY,,,Volobouev et al. 2002b
Rodentia,Muridae,Arvicanthis,sp.,Arvicanthis sp.,58,58,,XY,,,Volobouev et al. 2002b
Rodentia,Muridae,Bandicota,bengalensis,Bandicota bengalensis,42,42,,XY,,,Blackmon 2019
Rodentia,Muridae,Bandicota,indica,Bandicota indica,42,42,,XY,,,Blackmon 2019
Rodentia,Muridae,Celaenomys,silaceus,Celaenomys silaceus,44,44,,XY,,,Rickart and Heany 2002
Rodentia,Muridae,Chrotomys,silaceus,Chrotomys silaceus,44,44,,XY,,,Rickart and Heany 2002
Rodentia,Muridae,Crunomys,suncoides,Crunomys suncoides,36,36,,XY,,,Rickart and Heany 2002
Rodentia,Muridae,Dasymys,incomtus,Dasymys incomtus,36,36,,XY,,,Volobouev et al. 2000
Rodentia,Muridae,Dasymys,rufulus,Dasymys rufulus,36,36,yes (3),XY,,,Volobouev et al. 2000
Rodentia,Muridae,Gerbillurus,gambianus,Gerbillurus gambianus,52,52,,XY,,,Volobouev et al. 2007
Rodentia,Muridae,Gerbillurus,guineae,Gerbillurus guineae,50,50,,XY,,,Volobouev et al. 2007
Rodentia,Muridae,Gerbillurus,kempi,Gerbillurus kempi,48,48,,XY,,,Volobouev et al. 2007
Rodentia,Muridae,Gerbillurus,leucogaster,Gerbillurus leucogaster,40,40,,XY,,,Volobouev et al. 2007
Rodentia,Muridae,Gerbillurus,robustus,Gerbillurus robustus,36,36,,XY,,,Volobouev et al. 2007
Rodentia,Muridae,Gerbillurus,sp.,Gerbillurus sp.,46,46,,XY,,,Volobouev et al. 2007
Rodentia,Muridae,Gerbillurus,tytonis,Gerbillurus tytonis,36,36,,XY,,,Volobouev et al. 2007
Rodentia,Muridae,Gerbillus,cheesmani,Gerbillus cheesmani,38,38,,XY,,,Blackmon 2019
Rodentia,Muridae,Gerbillus,occiduus,Gerbillus occiduus,40,40,,XY,,,Aniskin et al. 2006
Rodentia,Muridae,Gerbillus,perpallidus,Gerbillus perpallidus,40,40,,XY,,,Aniskin et al. 2006
Rodentia,Muridae,Gerbillus,pyramidum,Gerbillus pyramidum,38,38,,XY,,,Aniskin et al. 2006
Rodentia,Muridae,Gerbillus,rupicola,Gerbillus rupicola,52,52,,XY,,,Granjon et al. 2002
Rodentia,Muridae,Gerbillus,tarabuli,Gerbillus tarabuli,40,40,,XY,,,Aniskin et al. 2006
Rodentia,Muridae,Hapalomys,delacouri,Hapalomys delacouri,48,48,yes,XY,,,Badenhort et al. 2012
Rodentia,Muridae,Lemniscomys,barbarus,Lemniscomys barbarus,54,54,,XY,,,Romanenko (Unpublished)
Rodentia,Muridae,Leopoldamys,edwarsi,Leopoldamys edwarsi,44,44,,XY,,,Sablina et al. (Unpublished)
Rodentia,Muridae,Lophuromys,brevicaudus,Lophuromys brevicaudus,68,68,,XY,,,Aniskin et al. 1997a
Rodentia,Muridae,Lophuromys,chrysopus,Lophuromys chrysopus,54,54,,XY,,,Aniskin et al. 1997a
Rodentia,Muridae,Lophuromys,melanonyx,Lophuromys melanonyx,60,60,,XY,,,Aniskin et al. 1997a
Rodentia,Muridae,Mastomys,awashensis,Mastomys awashensis,32,32,,XY,,,Volobouev et al. 2002a
Rodentia,Muridae,Mastomys,coucha,Mastomys coucha,36,36,,XY,,,Romanenko (Unpublished)
Rodentia,Muridae,Mastomys,erythroleucus,Mastomys erythroleucus,38,38,,XY,,,Volobouev et al. 2002a
Rodentia,Muridae,Mastomys,huberti,Mastomys huberti,32,32,,XY,,,Volobouev et al. 2002a
Rodentia,Muridae,Mastomys,kollmanspergeri,Mastomys kollmanspergeri,38,38,,XY,,,Volobouev et al. 2002a
Rodentia,Muridae,Mastomys,natalensis,Mastomys natalensis,32,32,,XY,,,Volobouev et al. 2002a
Rodentia,Muridae,Maxomys,surifer,Maxomys surifer,52,52,,XY,,,Badenhorst et al. 2011
Rodentia,Muridae,Meriones,crassus,Meriones crassus,58,58,,XY,,,Darvish and Volobouev (Unpublished)
Rodentia,Muridae,Meriones,hurrianae,Meriones hurrianae,40,40,,XY,,,Blackmon 2019
Rodentia,Muridae,Meriones,libycus,Meriones libycus,44,44,,XY,,,Darvish and Volobouev (Unpublished)
Rodentia,Muridae,Meriones,meridianus,Meriones meridianus,50,50,,XY,,,Romanenko (Unpublished)
Rodentia,Muridae,Meriones,persicus,Meriones persicus,42,42,,XY,,,Darvish and Volobouev (Unpublished)
Rodentia,Muridae,Meriones,rex,Meriones rex,38,38,,XY,,,Darvish and Volobouev (Unpublished)
Rodentia,Muridae,Meriones,shawi,Meriones shawi,44,44,,XY,,,Blackmon 2019
Rodentia,Muridae,Meriones,unguiculatus,Meriones unguiculatus,44,44,,XY,,,Darvish and Volobouev (Unpublished)
Rodentia,Muridae,Mus,cervicolor,Mus cervicolor,38,38,,XY,,,Blackmon 2019
Rodentia,Muridae,Mus,macedonicus,Mus macedonicus,40,40,,XY,,,Ivanitskaya et al. 1996
Rodentia,Muridae,Mus,mahomet,Mus mahomet,36,36,,XY,,,Aniskin et al. 1998
Rodentia,Muridae,Mus,mattheyi,Mus mattheyi,36,36,,XY,,,Veyrunes et al. 2006
Rodentia,Muridae,Mus,minutoides,Mus minutoides,18,18,,XY,"fusion of hrom to X, chrom 1 now Y?",,Veyrunes et al. 2004
Rodentia,Muridae,Mus,minutoides,Mus minutoides,34,34,,XY,fusion of chrom 1 to X and Y,,Animal Karyotype Book 2020
Rodentia,Muridae,Mus,minutoides,Mus minutoides,38,37,,complex XY,X1X2Y,,Animal Karyotype Book 2020
Rodentia,Muridae,Mus,musculoides,Mus musculoides,18,19,,complex XY,XY1Y2,,Blackmon 2019
Rodentia,Muridae,Mus,musculus,Mus musculus,40,40,,XY,,,Adler 1994
Rodentia,Muridae,Mus,pahari,Mus pahari,48,48,,XY,,,Veyrunes et al. 2006
Rodentia,Muridae,Mus,poschiavinus,Mus poschiavinus,26,26,,XY,,,Blackmon 2019
Rodentia,Muridae,Nesokia,indica,Nesokia indica,42,42,,XY,,,Sablina et al. (Unpublished)
Rodentia,Muridae,Niviventer,confucianus,Niviventer confucianus,46,46,,XY,,,Aniskin and Volobouev (Unpublished)
Rodentia,Muridae,Otomys,irroratus,Otomys irroratus,28,8,yes,XY,,,Engelbrecht et al. 2006
Rodentia,Muridae,Phloeomys,cumingi,Phloeomys cumingi,44,44,,XY,,,Rickart and Heany 2002
Rodentia,Muridae,Praomys,daltoni,Praomys daltoni,36,36,,XY,,,Volobouev et al. 2002a
Rodentia,Muridae,Psammomys,obesus,Psammomys obesus,48,48,,XY,,,Blackmon 2019
Rodentia,Muridae,Rattus,agentiventer,Rattus agentiventer,42,42,,XY,,,Blackmon 2019
Rodentia,Muridae,Rattus,exulans,Rattus exulans,42,42,,XY,,,Blackmon 2019
Rodentia,Muridae,Rattus,flavipectus,Rattus flavipectus,46,46,,XY,,,Sablina et al. (Unpublished)
Rodentia,Muridae,Rattus,mindanensis,Rattus mindanensis,42,42,,XY,,,Blackmon 2019
Rodentia,Muridae,Rattus,natalensis,Rattus natalensis,36,36,,XY,,,Blackmon 2019
Rodentia,Muridae,Rattus,nitidus,Rattus nitidus,42,42,,XY,,,Blackmon 2019
Rodentia,Muridae,Rattus,norvegicus,Rattus norvegicus,42,42,,XY,,,Nilson et al. 2001
Rodentia,Muridae,Rattus,rattus,Rattus rattus,38,38,,XY,,,Cavagna et al. 2002
Rodentia,Muridae,Rattus,tanezumi,Rattus tanezumi,42,42,,XY,,,Aniskin and Volobouev (Unpublished)
Rodentia,Muridae,Rhabdomys,pumilio,Rhabdomys pumilio,46,46,,XY,chrom rearrangements,,Rambau and Robinson 2003
Rodentia,Muridae,Rhombomys,opimus,Rhombomys opimus,40,40,,XY,,,Romanenko (Unpublished)
Rodentia,Muridae,Stenocephalemys,albipes,Stenocephalemys albipes,46,46,,XY,,,Lavrenchenko et al. 2001
Rodentia,Muridae,Stenocephalemys,albocaudata,Stenocephalemys albocaudata,54,54,,XY,,,Lavrenchenko et al. 2001
Rodentia,Muridae,Stenocephalemys,griseicauda,Stenocephalemys griseicauda,54,54,,XY,,,Lavrenchenko et al. 2001
Rodentia,Muridae,Tatera,nigricauda,Tatera nigricauda,40,40,,XY,,,Qumsiyeh 1986
Rodentia,Muridae,Taterillus,arenarius,Taterillus arenarius,30,31,,complex XY,XY1Y2,,Blackmon 2019
Rodentia,Muridae,Taterillus,arenarius,Taterillus arenarius,34,35,,complex XY,XY1Y2,,Volobouev and Granjon 1996
Rodentia,Muridae,Taterillus,congicus,Taterillus congicus,54,54,,XY,,,Dobigny 2002
Rodentia,Muridae,Taterillus,petteri,Taterillus petteri,18,19,,complex XY,XY1Y2,,Dobigny 2002
Rodentia,Muridae,Taterillus,pygargus,Taterillus pygargus,22,23,,complex XY,XY1Y2,,Blackmon 2019
Rodentia,Muridae,Taterillus,sp. 3,Taterillus sp. 3,20,20,,XY,,,Volobouev and Aniskin (Unpublished)
Rodentia,Muridae,Taterillus,sp. 4,Taterillus sp. 4,19,19,,complex XY,XY1Y2,,Volobouev and Aniskin (Unpublished)
Rodentia,Muridae,Taterillus,sp.1,Taterillus sp.1,22,23,,complex XY,XY1Y2,,Dobigny et al. 2002
Rodentia,Muridae,Taterillus,sp.2,Taterillus sp.2,38,37,,complex XY,XY1Y2,,Dobigny et al. 2002
Rodentia,Muridae,Taterillus,tranieri,Taterillus tranieri,14,15,,complex XY,XY1Y2,,Dobigny et al. 2003
Rodentia,Muridae,Tokudaia,osimensis osimensis,Tokudaia osimensis osimensis,25,25,,XO,XO females and males/no SRY,,Blackmon 2019
Rodentia,Muridae,Tokudaia,osimensis spp,Tokudaia osimensis spp,45,45,,XO,XO females and males/no SRY,,Blackmon 2019
Rodentia,Muridae,Vandeleuria,oleracea,Vandeleuria oleracea,29,29,,complex XY,X1X2Y/X1X1X2,,Raman 1976
Rodentia,Nesomyidae,Cricetomys,emini,Cricetomys emini,80,80,,XY,,,S. Romanenko (Unpublished)
Rodentia,Nesomyidae,Cricetomys,gambianus,Cricetomys gambianus,80,80,,XY,,,V. Aniskin and V. Volobouev (Unpublished)
Rodentia,Nesomyidae,Dendromus,lachaisei,Dendromus lachaisei,30,30,,XY,,,Denys and Aniskin 2012
Rodentia,Nesomyidae,Eliurus,majori,Eliurus majori,58,58,,XY,,,Solano et al. 2011
Rodentia,Nesomyidae,Eliurus,minor,Eliurus minor,76,76,,XY,,,Solano et al. 2011
Rodentia,Nesomyidae,Mystromys,albicaudatus,Mystromys albicaudatus,32,32,,XY,,,Blackmon 2019
Rodentia,Nesomyidae,Nesomys,rufus,Nesomys rufus,60,60,,XY,,,Solano et al. 2011
Rodentia,Octodontidae,Aconaemys,fuscus,Aconaemys fuscus,56,56,,XY,,,Gallardo and Mandaca 2002
Rodentia,Octodontidae,Aconaemys,porteri,Aconaemys porteri,58,58,,XY,,,Gallardo and Mandaca 2002
Rodentia,Octodontidae,Aconaemys,sagei,Aconaemys sagei,54,54,,XY,,,Gallardo and Mandaca 2002
Rodentia,Octodontidae,Octodon,degus,Octodon degus,58,58,,XY,,,Spotorno et al. 1995
Rodentia,Octodontidae,Octodon,lunatus,Octodon lunatus,78,78,,XY,,,Spotorno et al. 1995
Rodentia,Octodontidae,Spalacopus,cyanus,Spalacopus cyanus,58,58,,XY,,,Spotorno et al. 1995
Rodentia,Octodontidae,Tympanoctomys,barrerae,Tympanoctomys barrerae,102,102,,XY,,,Gallardo et al. 2004
Rodentia,Pedetidae,Pedetes,capensis,Pedetes capensis,38,38,,XY,,,Graphodatsky et al. 2008b
Rodentia,Sciuridae,Ammospermophilus,harrisii,Ammospermophilus harrisii,32,32,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Citellus,citellus,Citellus citellus,40,40,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Eutamias,amoenus,Eutamias amoenus,38,38,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Eutamias,minimus,Eutamias minimus,38,38,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Eutamias,ruficaudus,Eutamias ruficaudus,38,38,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Eutamias,sibiricus,Eutamias sibiricus,38,38,,XY,,,Graphodatsky and Sablina (Unpublished)
Rodentia,Sciuridae,Funambulus,palmarum,Funambulus palmarum,46,46,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Funambulus,pennati,Funambulus pennati,54,54,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Funambulus,tristriatus,Funambulus tristriatus,46,46,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Glaucomys,volans,Glaucomys volans,48,48,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Hylopetes,alboniger alboniger,Hylopetes alboniger alboniger,38,38,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Ictidomys,tridecemlineatu,Ictidomys tridecemlineatu,34,34,,XY,,,Lemskaya et al. 2018
Rodentia,Sciuridae,Marmota,baibacina,Marmota baibacina,38,38,,XY,,,Beklemisheva et al. 2011
Rodentia,Sciuridae,Marmota,himalayana,Marmota himalayana,38,38,,XY,,,Li et al. 2006a
Rodentia,Sciuridae,Marmota,kastschenkoi,Marmota kastschenkoi,36,36,,XY,,,Beklemisheva et al. 2011
Rodentia,Sciuridae,Marmota,marmota,Marmota marmota,38,38,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Marmota,monax,Marmota monax,38,38,,XY,,,Beklemisheva and Perelman (Unpublished)
Rodentia,Sciuridae,Menetes,berdmorei,Menetes berdmorei,62,62,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Petaurista,albiventer,Petaurista albiventer,38,38,,XY,,,Li et al. 2006a
Rodentia,Sciuridae,Sciurus,carolinensis,Sciurus carolinensis,40,40,,XY,,,Stanyon et al. 2003b
Rodentia,Sciuridae,Sciurus,niger rufiventer,Sciurus niger rufiventer,40,40,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Sciurus,vulgaris,Sciurus vulgaris,40,40,,XY,,,Beklemisheva et al. 2011
Rodentia,Sciuridae,Spermophilus,alaschanicus,Spermophilus alaschanicus,38,38,,XY,,,Graphodatsky and Sablina (Unpublished)
Rodentia,Sciuridae,Spermophilus,beldingi,Spermophilus beldingi,30,30,,XY,,,Blackmon 2019
Rodentia,Sciuridae,Spermophilus,erythrogenys,Spermophilus erythrogenys,36,36,,XY,,,Graphodatsky and Sablina (Unpublished)
