Family,Subfamily,Tribe,Genus,Species,Submetacentric,Metacentric,Subtelocentric,Telocentric,Subacrocentric,Acrocentric,Dot,Sex,HaploidNum,SCS,Notes,Reference
Drosophilidae,,,Drosophila,Drosophila algonquin,,,,,,,,,5,XY,"V-shaped X, Y is j-shaped","Miller, D.D., 1939. Structure and variation of the chromosomes in Drosophila algonquin. Genetics, 24(5), p.699-708., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila algonquin,,,,,,,,,5,,,"Sturtevant, A.H. and Dobzhansky, T., 1936. Observations on the species related to new forms of Drosophila affinis, with descriptions of seven. The American Naturalist, 70(731), pp.574-584., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila algonquin,,,,,,,,,5,,Pericentric inversion in V to form J in some,"Miller, D.D. and Stone, L.E., 1962. Reinvestigation of karyotype in Drosophila affinis Sturtevant and related species. Journal of Heredity, 53(1), pp.12-24., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila algonquin,,,,,,,,,5,XY,"v shaped x, 2 j shaped autosome, a rod and a dot, J-shaped Y, 8 euchromatic arms characteristic","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-339"
Drosophilidae,,,Drosophila,Drosophila alpina,,,,,,,,,3,,,"Moriwaki, D., Okada, T., Ohba, S., Shirai, M., Kurokawa, H., Yoshida, Y., Matsudaira, Y., Tsusue, M. and Kitagawa, O. (1956). Studies on population genetics in Drosophila. In: ""Syudan Idengaku"" (T. Komai and K. Sakai, eds.), pp.84-103.  Baifukan, Tokyo., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila alsophila,,,,,,,,,6,,Metaphase omitted in Clayton and Wheeler 1975,"Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-184., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila altiplanica,,,,,,,,,5,,"One pair of rods bend in middle giving appears of small V's, dots elongated","Brncic, D. and Koref-Santibaoez, S., 1957. The mesophragmatica group of species of Drosophila. Evolution, pp.300-310., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila ambigua,,,,,,,,,5,XY,"X is v-shaped, Y is J with short arm","Buzzati-Traverso, A., 1941. Genetica di popolazioni in Drosophila. II. I cromosomi di 5 specie del gruppo obscura e la incrociabilit di varie razze geografiche. Scientia genetica, 2, pp.1-18., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila ambigua,,,,,,,,,5,XY,X is large v; Y is rod,"Buzzati-Traverso, A., 1941. Genetica di popolazioni in Drosophila. II. I cromosomi di 5 specie del gruppo obscura e la incrociabilit di varie razze geografiche. Scientia genetica, 2, pp.1-18., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila americana,,,,,,,,,4,,,"Hughes 1939, Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila americana,,,,,,,,,4,XY,"two v's, one of which contains the x chromosome fused with an autosome, a rod and a dot, the male has a pair of v-shaped autosomes, a pair of rods, a pair of dots, a v-shaped element  comprised of the fused x and fourth chromosomes, a free rod-shpaed fourth chromosome, and a rod-shaped Y","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-354"
Drosophilidae,,,Drosophila,Drosophila americana,,,,,,,,,4,,"Female, male has 2 v-shaped chromosomes paired together, one v-shaped chromosome paired with two rods, one pair of rods, and the dot-like elements","Warters, M., 1944.Chromosomal aberrations in wild populations of DrosophilaUniv.Texas Publ, 4445:129-174"
Drosophilidae,,,Drosophila,Drosophila americana,,,,,,,,,4,,"Stalker 1940 and Patterson, Stone, and Griffen 1940 reported that females have two paris of v-shaped chromosomes and a pair of rods, while the males have three v-chromosomes and four rods.  The pair of v's common to both male and female are fused 2 and 3 chromosomes.  The other pair of v's int eh female are the fused X and 4 chromosomes, while the male has one V representing the fused x and 4 chromosomes and two free rods which are the unfused Y and the other 4 chromosome.  Therefore, americana is a species with a multiple Y complex","Stone, W.S. and Patterson, J.T., 1947. The species relationships in the virilis group. University of Texas Publications, 4720, pp.157-160.  Stalker, H.D., 1940. Chromosome homologies in two sub-species of Drosophila virilis. Proceedings of the National Academy of Sciences of the United States of America, 26(9), p.575.  Patterson, J.T., Stone, W. and Griffen, A.B., 1940. XI. EVOLUTION OF THE VIRILIS GROUP IN DROSOPHILA. The University of Texas Publication, p.218."
Drosophilidae,,,Drosophila,Drosophila amplilobus,,,,,,,,,5,,reported as crassifemur,"Clayton, F.E., 1966. Preliminary report on the karyotypes of Hawaiian Drosophilidae.Univ. Texas Publ,6615, pp.397-404., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila amplilobus,,,,,,,,,5,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-184"
Drosophilidae,,,Drosophila,Drosophila ananassae,,,,,,,,,4,,reported as caribbea,"Metz, C.W., 1916. Chromosome studies on the Diptera. III. Additional types of chromosome groups in the Drosophilidae. The American Naturalist, 50(598), pp.587-599., Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila ananassae,,,,,,,,,4,XY,"Medium v-shaped x, Y is j shaped","Kikkawa, H., 1935. An inference as to the constitution of X-chromosome in Drosophila. Proceedings of the Imperial Academy Japan, 11(2), pp.62-65., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila ananassae,,,,,,,,,4,XY,X is large V; Y is j-shaped,"Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila ananassae,,,,,,,,,4,XY,"three large v's, one small v, j shaped y, x chromosome is inverted across the centromere. Salivary chromosomes consists of 6 long arms and a dot, the two arms comprising the X are the shortest","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-332"
Drosophilidae,,,Drosophila,Drosophila anceps,,,,,,,,,6,XY,"Y is nearly as long as X, X and Y are rod shaped","Patterson, J.T. and Mainland, G.B., 1944. The Drosophilidae of Mexico. Univ. Tex. Pub, 4445, pp.9-101., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila anceps,,,,,,,,,6,XY,,"Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila.  Genetics, Taxonomy, and Evolution.  University of Texas Publ. 85-89"
Drosophilidae,,,Drosophila,Drosophila andamensis,,,,,,,,,4,XY,"page 184, karyotype D1","Singh, B.K. and Gupta, J.P., 1979. Karyological study in some Indian species of Drosophilidae. Caryologia, 32(3), pp.265-278.,  Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila andamensis,,,,,,,,,4,XY,"page 185, karyotype I","Sen, S. and Gupta, J.P. (1977). Some studies on the systematic position of Drosophila andamanensis Gupta and Ray Chaudhuri. Drosophila Inf. Serv. 52, 33-34., Singh, B.K. and Gupta, J.P., 1979. Karyological study in some Indian species of Drosophilidae. Caryologia, 32(3), pp.265-278., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila andamensis,,,,,,,,,4,XY,"x is j-shaped, y is v-shaped","Singh, B.K. and Gupta, J.P., 1979. A salivary chromosome map of Drosophila andamanensis Gupta & Ray-Chaudhuri. Genetica, 51(1), pp.55-57., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila andina,,,,,,,,,5,XY,X and Y are Rods,"Dobzhansky, T.G. and Pavan, C., 1943. Studies on Brazilian species of Drosophila. Boletim da Faculdade de Filosofia, Cilncias e Letras da Universidade de Sao Paulo. Biologia Geral. Separata, 36(4), pp.7-72., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila angularis,,,,,,,,,6,,,"Tokumitsu, T., T. Shima and A. Kaneko, 1967 Drosophila survey of Hokkaido. XXIII. A karyotype study in seven species of the quinaria and robusta groups. Jap. J. Genet. 42:279-282., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila angustibucca,,,,,,,,,6,,,"Franck, G., Valente, V.L.S. and Morales, N.B., 1984. Chromosome characteristics of Drosophila angustibucca Duda. Revista Brasileira de Genetica, 7(2), pp.241-253., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila annulimana,,,,,,,,,5,XO,"Short rod or J for x, male is XO","Dobzhansky, T. and Pavan, C., 1943. Chromosome complements of some South-Brazilian species of Drosophila. Proceedings of the National Academy of Sciences of the United States of America, 29(11), p.368., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila annulipes,,,,,,,,,3,XY,"X is v-shaped, y is j-shaped","Lin, F.J., Jan, K.Y., Tseng, H.C. and Chow, H.W., 1974. Mitotic chromosomes of species in the subgenusDrosophila (Diptera: Drosophilidae). Genetica, 45(1), pp.133-144., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila annulipes,,,,,,,,,3,,,"Moriwaki, D., Okada, T., Ohba, S., Shirai, M., Kurokawa, H., Yoshida, Y., Matsudaira, Y., Tsusue, M. and Kitagawa, O. (1956). Studies on population genetics in Drosophila. In: ""Syudan Idengaku"" (T. Komai and K. Sakai, eds.), pp.84-103.  Baifukan, Tokyo., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila anomalipes,,,,,,,,,6,,,"Clayton, F.E., 1976. Metaphase Configurations in Drosophila: A Comparison of Endemic Hawaiian Species and Non-Endemic Species. Journal of the Arkansas Academy of Science, 30(1), pp.32-35., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila anomelani,,,,,,,,,4,XY,"from page 182, karyotype C","Reddy, G.S. and Krishnamurthy, N.B., 1973. Two new species of the montium subgroup of genus Drosophila (Diptera: Drosophilidae). Oriental insects, 7(2), pp.259-265., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila anomelani,,,,,,,,,4,XY,x is a rod; y is v-shaped,"Reddy, G.S. and Krishnamurthy, N.B., 1973. Two new species of the montium subgroup of genus Drosophila (Diptera: Drosophilidae). Oriental insects, 7(2), pp.259-265., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila anoplastoma,,,,,,,,,6,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila antilla,,,,,,,,,4,,Reported as stock Sl,"Heed, W.B. and Krishnamurthy, N.B., 1959. Genetic studies on the cardini group of Drosophila in the West Indies.Univ. Texas Publ,5914, pp.155-179., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila aracea,,,,,,,,,3,,"Santa Tecla, El Salvador","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila aracea,,,,,,,,,3,,"Santa Tecla, El Salvador","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila aracea,,,,,,,,,3,,"Santa Maria de Ostuma, Nicaragua","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila aracea,,,,,,,,,3,,,"Heed, W.B. and Wheeler, M.R., 1957. Thirteen new species in the genus Drosophila from the neotropical region.Univ Texas Publ Stud Gen,5721, pp.17-38."
Drosophilidae,,,Drosophila,Drosophila araicas,,,,,,,,,5,,,"Pavan, C. and Nacrur, J., 1950. Duas novas especies de Drosophila (Diptera) do grupo annulimana. Dusenia, 1(5), pp.263-274., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
