Higher taxonomic group,Order,Family,Genus,Species,Chromosome number (female),Chromosome number (male),"Predicted ploidy (1,2,3,4)","Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)"
Fish,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus eos-neogaeus x eos,,,3,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,discards neogaeus chromosome set to produce P. eos diploid offspring with P. neogaeus mitochondria,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Dawley RM, Schultz RJ, Goddard KA. 1987. Clonal reproduction and polyploidy in unisexual hybrids of Phoxinus eos and Phoxinus neogaeus (Pisces; Cyprinidae); Goddard KA, Schultz RJ. 1993. Aclonal reproduction by polyploid members of the clonal hybrid species Phoxinus eos-neogaeus (Cyprinidae). Copeia:650-660 Copeia:275-283",,,,,,
Fish,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus eos-neogaeus x neogaeus,,,3,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic; hybridogenic,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.",,,,,,
Fish,Cypriniformes,Cyprinidae,Phoxinus,Phoxinus eos-neogaeus/eos-neogaeus x eos,,,2|3,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic; produces a mixture of clonal and non-clonal offspring,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Dawley RM, Schultz RJ, Goddard KA. 1987. Clonal reproduction and polyploidy in unisexual hybrids of Phoxinus eos and Phoxinus neogaeus (Pisces; Cyprinidae); Goddard KA, Schultz RJ. 1993. Aclonal reproduction by polyploid members of the clonal hybrid species Phoxinus eos-neogaeus (Cyprinidae). Copeia:650-660 Copeia:275-283",,,,,,
Fish,Cypriniformes,Cyprinidae,Scardinius,Scardinius erythrophthalmus,50,50,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,Bianco P.G. et al. (2004) Ichthyological Research 51: 274-278,Bianco P.G. et al. (2004) Ichthyological Research 51: 274-278,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,
Fish,Cypriniformes,Cyprinidae,Squalius,Squalius alburnoides,,,2|3|4,other,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,"Synoynms include Iberocypris alburnoides, Rutilus alburnoides, Leuciscus alburnoides (see Kottelat, M. and Freyhof, J. 2007. Handbook of European Freshwater Fishes. Publications Kottelat); hybrid species with mixed sexual and apomictic reproduction, including hybridogenesis; variable ploidy",,,"Alves MJ, Coelho MM, Collares-Pereira MJ. 1998. Diversity in the reproductive modes of females of the Rutilus alburnoides complex (Teleostei, Cyprinidae): A way to avoid the genetic constraints of uniparentalism. Molecular Biology & Evolution. 15:1233-1242","Alves MJ, Coelho MM, Collares-Pereira MJ. 1998. Diversity in the reproductive modes of females of the Rutilus alburnoides complex (Teleostei, Cyprinidae): A way to avoid the genetic constraints of uniparentalism. Molecular Biology & Evolution. 15:1233-1242; Nabais C., Pereira C., Cunado N., Collares-Pereira M.J. 2012 Synaptonemal Complexes in the Hybridogenetic Squalius alburnoides Fish Complex: New Insights on the Gametogenesis of Allopolyploids. Cytogenet Genome Res 138:31-35 ",,,,,,
Fish,Cypriniformes,Cyprinidae,Vimba,Vimba elongatus,50,50,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cypriniformes,Cyprinidae,Vimba,Vimba vimba vimba,50,50,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Aplocheilidae,Aplocheilus,Aplocheilus panchax,38,38,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Aplocheilidae,Pterolebias,Pterolebias hoignei,46,46,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Elder, J.F. Jr., B.J. Turner, J.E. Thomerson and D.C. Taphorn (1991) Chromosomal divergence and heterogameity in two annual killifishes of the genus Pterolebias. Genome 34: 674-676.","Elder, J.F. Jr., B.J. Turner, J.E. Thomerson and D.C. Taphorn (1991) Chromosomal divergence and heterogameity in two annual killifishes of the genus Pterolebias. Genome 34: 674-676.",,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,
Fish,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus diaphanus,48,48,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arcement, R.J. and J.W. Rachlin (1976) A study of the karyotype of a population of banded killifish (Fundulus diaphanus) from the Hudson River.  J. Fish Biol. 8(2):119-125.","Arcement, R.J. and J.W. Rachlin (1976) A study of the karyotype of a population of banded killifish (Fundulus diaphanus) from the Hudson River.  J. Fish Biol. 8(2):119-125.",,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,,,,
Fish,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus diaphanus-heteroclitus,,,2,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic; nearly always diploid,,,"Dawley, R.M., 1992. Clonal hybrids of the common laboratory fish Fundulus heteroclitus. Proc. Natl. Acad. Sci. USA 89: 2485-2488.","Dawley, R.M., 1992. Clonal hybrids of the common laboratory fish Fundulus heteroclitus. Proc. Natl. Acad. Sci. USA 89: 2485-2488.",,,,,,
Fish,Cyprinodontiformes,Cyprinodontidae,Fundulus,Fundulus heteroclitus heteroclitus,48,48,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,Kornfield I. (1981) Copeia 1981: 916-918,Kornfield I. (1981) Copeia 1981: 916-918,Kornfield I. (1981) Copeia 1981: 916-918,,,,
Fish,Cyprinodontiformes,Cyprinodontidae,Garmanella,Garmanella pulchra,50,49,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,Levin B. and Foster N.R. (1972) Cytotaxonomic studies in Cyprinodontidae: multiple sex chromosomes in Garmanella pulchra. Not Nat Acad Nat Sci Philadelphia 446:1-5.,Levin B. and Foster N.R. (1972) Cytotaxonomic studies in Cyprinodontidae: multiple sex chromosomes in Garmanella pulchra. Not Nat Acad Nat Sci Philadelphia 446:1-5.,,Levin B. and Foster N.R. (1972) Cytotaxonomic studies in Cyprinodontidae: multiple sex chromosomes in Garmanella pulchra. Not Nat Acad Nat Sci Philadelphia 446:1-5.,Levin B. and Foster N.R. (1972) Cytotaxonomic studies in Cyprinodontidae: multiple sex chromosomes in Garmanella pulchra. Not Nat Acad Nat Sci Philadelphia 446:1-5.,Levin B. and Foster N.R. (1972) Cytotaxonomic studies in Cyprinodontidae: multiple sex chromosomes in Garmanella pulchra. Not Nat Acad Nat Sci Philadelphia 446:1-5.,,,,
Fish,Cyprinodontiformes,Cyprinodontidae,Megupsilon,Megupsilon aporus,48,47,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,Uyeno T. and Miller R.R. (1971) Multiple sex chromosomes in a Mexican cyprinodontid fish. Nature 231:452-453.,Uyeno T. and Miller R.R. (1971) Multiple sex chromosomes in a Mexican cyprinodontid fish. Nature 231:452-453.,,Uyeno T. and Miller R.R. (1971) Multiple sex chromosomes in a Mexican cyprinodontid fish. Nature 231:452-453.,Uyeno T. and Miller R.R. (1971) Multiple sex chromosomes in a Mexican cyprinodontid fish. Nature 231:452-453.,Uyeno T. and Miller R.R. (1971) Multiple sex chromosomes in a Mexican cyprinodontid fish. Nature 231:452-453.,,,,
Fish,Cyprinodontiformes,Fundulidae,Fundulus,Fundulus parvipinnis,48,48,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Goodeidae,Allodontichthys,Allodontichthys hubbsi,42,41,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,"Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.","Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.",,"Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.","Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.","Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.",,,,
Fish,Cyprinodontiformes,Goodeidae,Allodontichthys,Allodontichthys tamazulae,48,48,,gonochorous,homomorphic,,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,,"Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.","Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.",,"Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.","Uyeno T., Miller R.R., and Fitzsimons J.M. (1983) Karyology of the Cyprinodontoid fishes of the Mexican family Goodeidae. Copeia 1983:497-510.",,,,,
Fish,Cyprinodontiformes,Goodeidae,Ilyodon,Ilyodon whitei,48,48,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Melamphaidae,Melamphaes,Melamphaes parvus,50,50,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Melamphaidae,Scopeloberyx,Scopeloberyx robustus,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Melamphaidae,Scopelogadus,Scopelogadus mizolepis bispinosus,46,46,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Nothobranchiidae,Aphyosemion,Aphyosemion loennbergii,34,34,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Nothobranchiidae,Aphyosemion,Aphyosemion malumbresi,24,24,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Nothobranchiidae,Aphyosemion,Aphyosemion melanogaster,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Nothobranchiidae,Chromaphyosemion,Chromaphyosemion sp.,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Nothobranchiidae,Nothobranchius,Nothobranchius guentheri,36,35,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,"Ewulonu U.K., Haas R., and Turner B.J. (1985) A multiple sex chromosome system in the annual killifish, Nothobranchius guentheri. Copeia 1985:503-508.","Ewulonu U.K., Haas R., and Turner B.J. (1985) A multiple sex chromosome system in the annual killifish, Nothobranchius guentheri. Copeia 1985:503-508.",,"Ewulonu U.K., Haas R., and Turner B.J. (1985) A multiple sex chromosome system in the annual killifish, Nothobranchius guentheri. Copeia 1985:503-508.","Ewulonu U.K., Haas R., and Turner B.J. (1985) A multiple sex chromosome system in the annual killifish, Nothobranchius guentheri. Copeia 1985:503-508.","Ewulonu U.K., Haas R., and Turner B.J. (1985) A multiple sex chromosome system in the annual killifish, Nothobranchius guentheri. Copeia 1985:503-508.",,,,
Fish,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia affinis affinis,48,48,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia gaigei,48,48,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia hurtadoi,48,48,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia nobilis,48,48,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Poeciliidae,Gambusia,Gambusia puncticulata,48,48,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,Rab P. (1984) Chromosome study of four poecilid fishes from Cuba. Folia Zool. 33(3): 229-234.,Rab P. (1984) Chromosome study of four poecilid fishes from Cuba. Folia Zool. 33(3): 229-234.,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,
Fish,Cyprinodontiformes,Poeciliidae,Limnia,Limnia melanogaster,48,48,,gonochorous,,,,TSD,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,Vasilev V.P. (1980) Chromosome numbers in fish-like vertebrates and fish. J. Ichthyol. 20(3): 1-38.,Vasilev V.P. (1980) Chromosome numbers in fish-like vertebrates and fish. J. Ichthyol. 20(3): 1-38.,,Romer and Beisenherz (1996) Journal of Fish Biology 48: 714-725,,,,Romer and Beisenherz (1996) Journal of Fish Biology 48: 714-725,,
Fish,Cyprinodontiformes,Poeciliidae,Mollienesia,Mollienesia sphenops,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,,,,
Fish,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia formosa,,,2,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Schlupp, I. 2005. The evolutionary ecology of gynogenesis._ Annu. Rev. Ecol. Evol. Syst. 36: 399_417",,,,,,
Fish,Cyprinodontiformes,Poeciliidae,Poecilia,"Poecilia formosa-""limantouri""",,,3,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,gynogenetic,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.",,,,,,
Fish,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia formosa-latipinna,,,3,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,mode of reproduction?,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.",,,,,,
Fish,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia formosa-mexicana,,,3,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,mode of reproduction?,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.",,,,,,
Fish,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia latipinna,46,46,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,
Fish,Cyprinodontiformes,Poeciliidae,Poecilia,Poecilia reticulata,46,46,,gonochorous,homomorphic,male heterogametic,,TSD,yes,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,
