Genus,Subgenus,Species,R,V,J,D,HaploidNum,Arms,X,Y,Sex,Notes,Ref.
Drosophila,Drosophila,Drosophila blumelae,5,,,1,6,6,R,J,XY,Y is j-shaped,"Pipkin, S.B. and Heed, W.B., 1964. Nine new members of the Drosophila tripunctata species group (Diptera: Drosophilidae). Pacific Insects, 6(2), pp.256-273., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila bocainensis,1,2,,,3,5,V,V,XY,one pair of v-shaped elements represented the sex chromosomes,"Pavan C. and A. B. da Cunha, 1947 Especies brasileiras de Drosophila. Bol. Fac. Filos. Cienc. Letr. Univ. Sao Paulo, No. 85 Biol. Ger. 7:20-64., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila bocainensis,1,2,,,3,5,V,J,XY,"La Lima, Honduras, X is v-shaped, y is j-shaped","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131.,Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila bocainensis,1,1,1,,3,5,,,,"La Lima, Honduras","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131."
Drosophila,Sophophora,Drosophila bocainoides,1,2,,,3,5,,,,,"Carson, H.L., 1954  Interfertile sibling species in the willistoni group of Drosophila.  Evolution 8: 148-165., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila bocki,,,,,4,0,,V,XY,"from page 183, karyotype C1","Baimai, V. (1979). A new species of the Drosophila kikkawai complex from Thailand (Diptera: Drosophilidae). Pac. Insects 21, 235-240., Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Lakhotia, S.C. and Mishra, A., 1980. Fluorescence patterns of heterochromatin in mitotic and polytene chromosomes in seven members of three sub-groups of the melanogaster species group of Drosophila. Chromosoma, 81(1), pp.137-150., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila bocki,,2,1,1,4,7,J,V,XY,"X is j-shaped, y is a small v","Baimai, V. (1979). A new species of the Drosophila kikkawai complex from Thailand (Diptera: Drosophilidae). Pac. Insects 21, 235-240., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila bocki,,2,1,1,4,7,J,V,XY,"x is j-shaped, y is a large v","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila bocqueti,,,,,4,0,,,,"from page 183, karyotype C1","Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila bocqueti,2,1,1,,4,6,J,R,XY,"x is j-shaped, y is a short rod","Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila borborema,5,,,1,6,6,,,,,"Wasserman, M., 1982. Evolution of the repleta group.  In: ""The Genetics and Biology of Drosophila"" (M. Ashburner, H.L. Carson, and J.N. Thompson, eds.), Vol. 3b, pp.61-139. Academic Press, London., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila borborema,5,,,1,6,6,,,,"telocentric X, acrocentric Y","Baimal, V., Sene, F.M. and Pereira, M.A.Q.R., 1983. Heterochromatin and karyotypic differentiation of some neotropical cactus-breeding species of the Drosophila repleta species group. Genetica, 60(2), pp.81-92., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila borealis,5,,,,5,5,,,,dot absent (manitoba strain),"Baker, W.K., 1980. Evolution of the alpha-esterase duplication within the montana subphylad of the virilis species group of Drosophila. Genetics, 94(3), pp.733-748., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila borealis,5,,,1,6,6,,,,dot present (utah and colorado strain),"Baker, W.K., 1980. Evolution of the alpha-esterase duplication within the montana subphylad of the virilis species group of Drosophila. Genetics, 94(3), pp.733-748., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila borealis,4,1,,1,6,7,,,,,"Patterson, J.T., 1952. Revision of the montana complex of the virilis species group. Univ. Texas Publ, 5204, pp.20-34., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Hawaiian,Drosophila bostrycha,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-58., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-189"
Drosophila,Drosophila,Drosophila brachynephros,5,,,1,6,6,,,,,"Tokumitsu, T., T. Shima and A. Kaneko, 1967 Drosophila survey of Hokkaido. XXIII. A karyotype study in seven species of the quinaria and robusta groups. Jap. J. Genet. 42:279-282., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila brevicarinata,5,,,1,6,6,R,R,XY,very small dots,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-379., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Drosophila,Drosophila briegeri,,3,,1,4,7,,,,,"Pavan, C. and M.E. Breuer, 1954  Two new species of ""Drosophila"" of the ""dreyfusi group"" (Diptera). Rev. Bras. Biol. 14:459-463., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila briegeri,,3,,1,4,7,V,V,XY,"Cerro La Campana, Panama","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131."
Drosophila,Drosophila,Drosophila briegeri,,3,,1,4,7,V,V,XY,"Barro Colorado Is., Canal Zone","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131."
Drosophila,Hawaiian,Drosophila bristle foot,3,1,,1,5,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278."
Drosophila,Drosophila,Drosophila brncici,3,1,,1,5,6,,,,dots usually appear as small rods,"Hunter, A.S. and Hunter, R.A., 1964. The mesophragmatica species group of Drosophila in Colombia. Annals of the Entomological Society of America, 57(6), pp.732-736., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila brncici,3,1,,1,5,6,,,,,"Brncic , D Nair, P.S. and Wheeler M.R. 1971. ""Cytotaxonomic relationships within the mesophragmatica species group of Drosophila"". in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp1-20"
Drosophila,Sophophora,Drosophila bromeliae,1,2,,1,4,6,R,R/J,XY,"X is rod-shaped, Y may be small rod or J","Metz, C.W., 1916. Chromosome studies on the Diptera. III. Additional types of chromosome groups in the Drosophilidae. The American Naturalist, 50(598), pp.587-599., Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila bromeliae,1,2,,1,4,6,,,,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131."
Drosophila,Sophophora,Drosophila bromelioides,1,3,,,4,7,R,R/J,XY,"X is rod-shaped, Y may be small rod or J","Pavan C. and A. B. da Cunha, 1947 Especies brasileiras de Drosophila. Bol. Fac. Filos. Cienc. Letr. Univ. Sao Paulo, No. 85 Biol. Ger. 7:20-64., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila bromelioides,,4,,,4,8,V,J,XY,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Scaptodrosophila,Drosophila brooksae,1,3,,,4,7,R,R,XY,"X is rod, Y is rod with constriction","Pipkin, S.B., 1961. Taxonomic relationships within the Drosophila victoria species group, subgenus Pholadoris (Diptera: Drosophilidae). Proceedings of the Entomological Society of Washington, USA, 63, pp.145-161., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila brunneipalpa,5,,,1,6,6,R,R,XY,"X and Y are rods, Y is about 1/10 the length of X, almost dotlike","Dobzhansky, T.G. and Pavan, C., 1943. Studies on Brazilian species of Drosophila. Boletim da Faculdade de Filosofia, Cilncias e Letras da Universidade de Sao Paulo. Biologia Geral. Separata, 36(4), pp.7-72., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Hawaiian,Drosophila brunneipennis,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278."
Drosophila,Scaptodrosophila,Drosophila bryani,1,2,,,3,5,,,,,"Mather, W.B., 1956 The genus Drosophila (Diptera) in eastern Queensland.  III. Cytological Evolution.  Aust. J. Zool. 4: 76-89., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Dorsilopha,Drosophila busckii,1,2,,,3,5,,,,the R is occasionaly bent suggesting a J. X was ocassionaly bent near its proximal end and may appear J-shaped.  Two autosomal v's must represent fusion of rods and the dotlike element is probably united with the X to form the J-shaped figure,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-323., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Dorsilopha,Drosophila busckii,1,2,,,3,5,R,J,XY,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131."
Drosophila,Drosophila,Drosophila buzzatii,5,,,1,6,6,R,R,XY,Y is short rod 1/3 length of X,"Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila buzzatii,5,,,1,6,6,R,R,XY,"longest rod is X, dot-like element is present. Y is shorter than X, X is rod, Y rod is less than a third of the length of the X","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-388., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Drosophila,Drosophila buzzatii,5,,,1,6,6,R,R,XY,,"Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila.  Genetics, Taxonomy, and Evolution.  University of Texas Publ. 85-91"
Drosophila,Drosophila,Drosophila californica,1,3,,,4,7,,,,reported as fuliginea,"Dobzhansky, T. and Pavan, C., 1943. Chromosome complements of some South-Brazilian species of Drosophila.Proceedings of the National Academy of Sciences of the United States of America,29(11), p.368., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila calloptera,3,1,,1,5,6,R,R,XY,X and Y are rods,"Metz, C.W., 1916. Chromosome studies on the Diptera. III. Additional types of chromosome groups in the Drosophilidae. The American Naturalist, 50(598), pp.587-599., Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila calloptera,4,,1,,5,6,,,,,"Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-143., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
