"genes","GOterms"
"tcat10322",53
"tcat13849",81
"tcat16835",8
"tcat607",50
"tcat5249",148
"tcat1841",11
"tcat5027",52
"tcat4874",82
"tcat2345",119
"tcat17881",88
"tcat5755",48
"tcat16978",98
"tcat5761",69
"tcat18079",28
"tcat19267",65
"tcat14240",133
"tcat8918",29
"tcat17741",6
"tcat6818",134
"tcat5137",108
"tcat1927",53
"tcat15989",146
"tcat19927",43
"tcat8306",145
"tcat13624",122
"tcat337",50
"tcat18337",100
"tcat1921",39
"tcat712",47
"tcat18768",110
"tcat15451",68
"tcat4690",46
"tcat16324",76
"tcat1870",128
"tcat9133",106
"tcat10198",154
"tcat15593",81
"tcat8862",93
"tcat7048",3
"tcat157",106
"tcat5598",147
"tcat3194",142
"tcat19193",95
"tcat2134",16
"tcat6892",15
"tcat1477",30
"tcat18698",103
"tcat7499",135
"tcat14168",16
"tcat14181",1
"tcat6903",120
"tcat3649",51
"tcat14091",80
"tcat4658",146
"tcat4218",133
"tcat3547",16
"tcat15516",13
"tcat18166",30
"tcat15149",133
"tcat18125",89
"tcat6575",73
"tcat193",78
"tcat19632",83
"tcat13710",24
"tcat9013",48
"tcat2343",28
"tcat2874",115
"tcat5746",112
"tcat5795",152
"tcat16317",78
"tcat8909",31
"tcat1490",45
"tcat9951",14
"tcat9387",74
"tcat3131",16
"tcat8783",58
"tcat7177",147
"tcat16784",4
"tcat15974",21
"tcat2439",58
"tcat5219",6
"tcat5643",58
"tcat15155",80
"tcat10484",142
"tcat18361",13
"tcat17056",14
"tcat10849",4
"tcat11645",78
"tcat9186",58
"tcat18370",87
"tcat9793",113
"tcat16002",27
"tcat15553",66
"tcat3902",118
"tcat9833",113
"tcat1241",76
"tcat3665",130
"tcat18978",101
"tcat18426",27
"tcat8648",130
"tcat4069",95
"tcat2463",80
"tcat14434",154
"tcat8704",117
"tcat10731",38
"tcat16290",63
"tcat12075",109
"tcat11750",54
"tcat13143",27
"tcat11569",20
"tcat5035",54
"tcat15599",154
"tcat2780",91
"tcat15532",48
"tcat15319",105
"tcat9918",52
"tcat17473",94
"tcat13277",54
"tcat296",93
"tcat12626",65
"tcat10554",107
"tcat7083",119
"tcat19760",25
"tcat6404",127
"tcat12842",67
"tcat13830",1
"tcat5718",142
"tcat3968",118
"tcat10545",125
"tcat10135",103
"tcat16873",76
"tcat4485",68
"tcat7285",17
"tcat5555",49
"tcat5293",69
"tcat17354",153
"tcat16804",77
"tcat145",123
"tcat17681",44
"tcat9995",68
"tcat2679",9
"tcat474",130
"tcat13423",54
"tcat13953",128
"tcat2560",154
"tcat17582",135
"tcat4008",100
"tcat13866",97
"tcat19616",47
"tcat8200",107
"tcat2304",116
"tcat19129",44
"tcat9132",66
"tcat17653",34
"tcat8753",31
"tcat12530",87
"tcat10971",78
"tcat11441",103
"tcat12725",16
"tcat6372",48
"tcat628",127
"tcat17504",127
"tcat14235",113
"tcat4172",57
"tcat15460",3
"tcat5269",69
"tcat10019",100
"tcat14773",86
"tcat14830",4
"tcat15055",89
"tcat16775",85
"tcat16394",47
"tcat10102",11
"tcat562",24
"tcat10449",11
"tcat18020",93
"tcat10623",27
"tcat16341",64
"tcat12761",33
"tcat16557",153
"tcat18771",16
"tcat16565",148
"tcat17541",56
"tcat15926",135
"tcat8145",120
"tcat4443",130
"tcat1862",27
"tcat7011",19
"tcat8419",22
"tcat16757",149
"tcat18483",44
"tcat3427",12
"tcat18014",92
"tcat6243",44
"tcat9929",140
"tcat18306",150
"tcat10292",10
"tcat10245",43
"tcat7998",103
"tcat18953",12
"tcat1065",51
"tcat19833",44
"tcat11555",101
"tcat13027",102
"tcat9910",40
"tcat6441",136
"tcat18471",89
"tcat19792",130
"tcat6778",95
"tcat5342",124
"tcat2126",31
"tcat9064",73
"tcat5173",96
"tcat18499",19
"tcat310",54
"tcat12096",61
"tcat197",128
"tcat9942",71
"tcat2720",133
"tcat14333",10
"tcat4633",49
"tcat16056",8
"tcat3476",43
"tcat18940",92
"tcat13888",18
"tcat10588",64
"tcat18585",21
"tcat2930",75
"tcat5650",113
"tcat10483",80
"tcat4420",117
"tcat11921",22
"tcat11481",57
"tcat10095",14
"tcat15271",17
"tcat280",134
"tcat4436",56
"tcat10093",116
"tcat17442",137
"tcat2257",95
"tcat6367",6
"tcat16251",76
"tcat17521",92
"tcat4259",133
"tcat4193",95
"tcat10499",43
"tcat14510",20
"tcat17801",96
"tcat16730",32
"tcat6198",94
"tcat10818",101
"tcat8587",29
"tcat1467",88
"tcat12688",31
"tcat8818",74
"tcat15358",60
"tcat4361",25
"tcat4553",92
"tcat4257",79
"tcat4760",80
"tcat9476",127
"tcat19419",88
"tcat17185",18
"tcat15696",53
"tcat9452",125
"tcat18050",142
"tcat11303",107
"tcat2157",50
"tcat18405",26
"tcat19539",18
"tcat1796",63
"tcat16281",45
"tcat16295",58
"tcat17716",63
"tcat8339",22
"tcat9299",64
"tcat16732",53
"tcat19610",102
"tcat17454",56
"tcat6290",128
"tcat949",5
"tcat3782",123
"tcat4808",151
"tcat384",82
"tcat17510",21
"tcat17525",133
"tcat12068",139
"tcat14494",83
"tcat18466",71
"tcat14845",46
"tcat8114",8
"tcat10236",109
"tcat15940",32
"tcat5058",109
"tcat9729",84
"tcat3591",66
"tcat17548",103
"tcat17929",130
"tcat10650",17
"tcat10854",109
"tcat3820",104
"tcat55",28
"tcat724",99
"tcat334",145
"tcat19648",32
"tcat8241",80
"tcat1266",18
"tcat14656",12
"tcat15563",85
"tcat6206",136
"tcat5778",102
"tcat6129",74
"tcat9265",43
"tcat7268",7
"tcat6085",85
"tcat7719",24
"tcat9329",72
"tcat18297",63
"tcat18797",18
"tcat10038",135
"tcat12545",68
"tcat19772",45
"tcat16654",120
"tcat17127",122
"tcat15781",76
"tcat9701",2
"tcat8294",129
"tcat15455",57
"tcat2497",13
"tcat11175",31
"tcat525",66
"tcat6351",17
"tcat1891",18
"tcat9048",49
"tcat10536",107
"tcat10325",83
"tcat341",75
"tcat7807",142
"tcat13265",114
"tcat2859",44
"tcat6213",131
"tcat274",20
"tcat17978",124
"tcat10143",75
"tcat4106",118
"tcat12314",70
"tcat4291",33
"tcat10930",94
"tcat701",25
"tcat12621",41
"tcat12391",137
"tcat9675",39
"tcat752",3
"tcat7632",46
"tcat2935",10
"tcat12703",52
"tcat13513",137
"tcat5375",53
"tcat3226",69
"tcat14973",44
"tcat17373",16
"tcat3179",34
"tcat902",103
"tcat18892",8
"tcat14231",18
"tcat3397",24
"tcat422",23
"tcat3122",91
"tcat15587",106
"tcat10148",138
"tcat1103",32
"tcat2786",136
"tcat17062",26
"tcat8802",60
"tcat15495",127
"tcat16571",115
"tcat9027",66
"tcat16358",54
"tcat17267",144
"tcat4304",103
"tcat6183",73
"tcat6168",55
"tcat13275",63
"tcat1244",108
"tcat544",66
"tcat18976",68
"tcat3492",2
"tcat4231",127
"tcat1589",115
"tcat3075",95
"tcat8483",20
"tcat14671",52
"tcat16682",141
"tcat10584",28
"tcat2147",116
"tcat1161",120
"tcat10969",145
"tcat2445",153
"tcat7328",43
"tcat19763",113
"tcat12015",133
"tcat9393",129
"tcat14049",56
"tcat4927",25
"tcat182",127
"tcat18745",102
"tcat9504",14
"tcat8267",53
"tcat11247",86
"tcat7851",24
"tcat18765",36
"tcat2292",138
"tcat7785",14
"tcat19563",81
"tcat17209",149
"tcat18419",138
"tcat18056",135
"tcat14943",25
"tcat4716",141
"tcat18869",152
"tcat3874",14
"tcat5988",150
"tcat6352",101
"tcat7445",138
"tcat8177",36
"tcat3174",74
"tcat5958",86
"tcat9338",10
"tcat17431",64
"tcat2810",150
"tcat18842",5
"tcat690",85
"tcat11776",120
"tcat17064",30
"tcat16611",22
"tcat19752",6
"tcat4937",10
"tcat3257",131
"tcat13403",122
"tcat7157",39
"tcat2691",6
"tcat14970",140
"tcat5573",131
"tcat10773",38
"tcat877",35
"tcat6449",32
"tcat4919",105
"tcat5101",26
"tcat475",132
"tcat10238",123
"tcat8891",9
"tcat2587",26
"tcat8793",73
"tcat10146",71
"tcat1388",132
"tcat11129",92
"tcat16022",120
"tcat511",40
"tcat16591",26
"tcat12012",18
"tcat19344",58
"tcat7294",78
"tcat2499",77
"tcat14475",21
"tcat13342",8
"tcat3148",96
"tcat18254",126
"tcat15492",100
"tcat11294",109
"tcat2370",113
"tcat2819",138
"tcat10837",129
"tcat18009",141
"tcat646",79
"tcat19244",40
"tcat11475",118
"tcat12523",40
"tcat16962",67
"tcat18058",112
"tcat6926",151
"tcat4512",93
"tcat11759",34
"tcat7425",115
"tcat8736",130
"tcat7395",144
"tcat18060",146
"tcat17794",44
"tcat11990",28
"tcat8235",139
"tcat10264",61
"tcat19606",78
"tcat5329",150
"tcat11366",52
"tcat17163",102
"tcat5432",14
"tcat13998",37
"tcat7446",3
"tcat11782",131
"tcat13968",106
"tcat13255",107
"tcat18617",150
"tcat12328",16
"tcat3409",124
"tcat16840",1
"tcat9181",34
"tcat2993",114
"tcat10077",33
"tcat1741",101
"tcat14191",79
"tcat10035",35
"tcat18379",146
"tcat4007",40
"tcat15105",68
"tcat19863",25
"tcat16520",122
"tcat8973",143
"tcat1288",111
"tcat6398",55
"tcat19117",52
"tcat4897",17
"tcat11612",51
"tcat2432",107
"tcat10938",10
"tcat9529",111
"tcat14744",22
"tcat6744",22
"tcat9751",65
"tcat1275",15
"tcat3678",21
"tcat16727",110
"tcat3165",44
"tcat251",6
"tcat780",109
"tcat2202",103
"tcat10445",3
"tcat10940",44
"tcat7683",33
"tcat8595",102
"tcat14947",92
"tcat18850",36
"tcat10029",61
"tcat13197",5
"tcat19707",7
"tcat13416",62
"tcat2598",59
"tcat19876",85
"tcat16803",115
"tcat8732",16
"tcat12522",7
"tcat19073",119
"tcat17346",132
"tcat18343",68
"tcat6476",112
"tcat14133",129
"tcat6368",140
"tcat7750",20
"tcat12005",129
"tcat18666",67
"tcat16372",133
"tcat17836",126
"tcat7207",70
"tcat7291",33
"tcat6313",115
"tcat3391",124
"tcat4543",153
"tcat5788",133
"tcat16869",119
"tcat1860",10
"tcat892",42
"tcat5799",91
"tcat18906",43
"tcat16063",109
"tcat9076",64
"tcat17898",144
"tcat1327",149
"tcat5044",47
"tcat5916",97
"tcat11818",31
"tcat11402",103
"tcat9241",25
"tcat10532",95
"tcat5959",59
"tcat19027",62
"tcat12150",93
"tcat308",90
"tcat17030",77
"tcat6208",76
"tcat6285",74
"tcat282",136
"tcat7123",41
"tcat658",86
"tcat9102",46
"tcat15444",13
"tcat7553",147
"tcat3267",115
"tcat13599",23
"tcat5896",38
"tcat18521",133
"tcat15484",53
"tcat13231",6
"tcat8101",117
"tcat18986",131
"tcat12014",115
"tcat14640",99
"tcat9589",52
"tcat19951",54
"tcat3959",125
"tcat5210",38
"tcat15884",38
"tcat3046",47
"tcat1563",54
"tcat4284",44
"tcat16652",55
"tcat1627",93
"tcat18291",47
"tcat14445",143
"tcat18659",113
"tcat6086",148
"tcat9018",91
"tcat5999",98
"tcat2107",4
"tcat5659",63
"tcat5123",19
"tcat13920",144
"tcat3659",69
"tcat5055",17
"tcat19258",61
"tcat16374",4
"tcat17067",62
"tcat10004",78
"tcat9302",95
"tcat775",151
"tcat7347",58
"tcat9891",35
"tcat1887",56
"tcat10416",79
"tcat3638",19
"tcat8900",90
"tcat17618",152
"tcat12803",80
"tcat4617",38
"tcat5527",12
"tcat7692",23
"tcat8896",81
"tcat188",110
"tcat5776",16
"tcat2530",43
"tcat11620",59
"tcat6498",146
"tcat6344",50
"tcat8675",5
"tcat5446",82
"tcat8568",111
"tcat14016",35
"tcat5494",47
"tcat14915",7
"tcat2841",133
"tcat3211",118
"tcat14449",106
"tcat2100",97
"tcat7979",68
"tcat18848",55
"tcat16025",72
"tcat18388",76
"tcat11679",3
"tcat6136",13
"tcat8584",53
"tcat2592",78
"tcat4722",68
"tcat19877",77
"tcat13438",102
"tcat7576",30
"tcat2538",76
"tcat8505",70
"tcat3198",149
"tcat18040",152
"tcat6899",63
"tcat9153",50
"tcat2737",39
"tcat19875",29
"tcat1511",94
"tcat15158",131
"tcat2021",110
"tcat10767",69
"tcat391",48
"tcat6460",35
"tcat16522",39
"tcat13071",56
"tcat10658",76
"tcat17992",75
"tcat13713",89
"tcat3158",118
"tcat5521",90
"tcat3367",97
"tcat16843",9
"tcat263",131
"tcat6880",59
"tcat19753",69
"tcat15601",54
"tcat10196",76
"tcat7340",3
"tcat9527",108
"tcat17786",117
"tcat9762",90
"tcat5201",125
"tcat10241",113
"tcat2861",82
"tcat4713",151
"tcat10279",107
"tcat175",133
"tcat16299",29
"tcat681",139
"tcat11511",72
"tcat19028",65
"tcat10243",20
"tcat6264",151
"tcat10631",73
"tcat1498",24
"tcat19820",66
"tcat14267",13
"tcat12959",40
"tcat8",73
"tcat11963",38
"tcat16785",48
"tcat8975",151
"tcat17699",2
"tcat17871",12
"tcat7017",73
"tcat3188",18
"tcat17171",79
"tcat7378",74
"tcat16126",28
"tcat13074",69
"tcat8758",124
"tcat7156",96
"tcat6869",80
"tcat522",139
"tcat12850",116
"tcat14435",107
"tcat14075",31
"tcat11443",63
"tcat5327",79
"tcat14661",92
"tcat13242",49
"tcat9483",68
"tcat17879",84
"tcat12789",137
"tcat14124",136
"tcat3588",19
"tcat18686",18
"tcat1494",7
"tcat10183",110
"tcat16610",19
"tcat10363",83
"tcat2623",77
"tcat115",91
"tcat11611",37
"tcat4279",130
"tcat10986",93
"tcat17701",46
"tcat9478",23
"tcat1100",53
"tcat18467",138
"tcat1914",59
"tcat10952",11
"tcat18475",103
"tcat133",119
"tcat14821",129
"tcat3719",103
"tcat11674",100
"tcat9497",73
"tcat19021",9
"tcat7727",107
"tcat12541",41
"tcat4136",75
"tcat7705",66
"tcat17676",64
"tcat1080",12
"tcat18036",83
"tcat16983",47
"tcat16430",85
"tcat9155",11
"tcat6324",114
"tcat17002",151
"tcat17523",117
"tcat14379",74
"tcat1766",103
"tcat889",23
"tcat17764",31
"tcat14321",51
"tcat3098",17
"tcat2957",81
"tcat2595",49
"tcat3415",34
"tcat10950",21
"tcat19063",90
"tcat4379",86
"tcat3019",29
"tcat15338",4
"tcat19425",115
"tcat10800",43
"tcat6004",9
"tcat5474",32
"tcat1102",90
"tcat295",67
"tcat8491",54
"tcat19079",22
"tcat6794",153
"tcat6620",123
"tcat3005",64
"tcat945",144
"tcat6591",135
"tcat18511",103
"tcat15863",49
"tcat3411",77
"tcat10144",86
"tcat9653",14
"tcat5868",143
"tcat11116",110
"tcat9998",143
"tcat6399",85
"tcat17735",123
"tcat8457",54
"tcat6694",153
"tcat1167",96
"tcat12899",31
"tcat7975",77
"tcat6609",85
"tcat8544",123
"tcat7839",149
"tcat19758",103
"tcat24",65
"tcat6036",7
"tcat16233",33
"tcat8764",108
"tcat18335",124
"tcat2120",32
"tcat3185",5
"tcat11383",24
"tcat397",16
"tcat8170",40
"tcat3463",4
"tcat3988",54
"tcat15306",28
"tcat16426",30
"tcat18292",50
"tcat6496",112
"tcat13339",131
"tcat19190",123
"tcat3642",97
"tcat18717",9
"tcat19251",46
"tcat14990",75
"tcat5541",134
"tcat8452",13
"tcat8727",67
"tcat19598",70
"tcat6506",114
"tcat5248",108
"tcat150",4
"tcat7267",99
"tcat5476",55
"tcat18374",64
"tcat4504",116
"tcat11786",92
"tcat12616",144
"tcat7781",11
"tcat1558",6
"tcat18222",150
"tcat7965",65
"tcat16921",73
"tcat1326",111
"tcat19121",60
"tcat9962",65
"tcat15876",26
"tcat11440",10
"tcat14570",131
"tcat2111",52
"tcat12171",145
"tcat13862",26
"tcat8493",39
"tcat16538",44
"tcat18859",69
"tcat17613",92
"tcat4770",16
"tcat5358",105
"tcat3479",152
"tcat2557",133
"tcat3975",7
"tcat18991",24
"tcat10296",134
"tcat2961",53
"tcat16034",104
"tcat3766",76
"tcat4560",153
"tcat7656",120
"tcat1206",21
"tcat14300",63
"tcat13230",138
"tcat17826",63
"tcat5660",57
"tcat947",116
"tcat12106",123
"tcat12278",69
"tcat1176",91
"tcat17668",27
"tcat3901",102
"tcat13014",12
"tcat2882",130
"tcat7696",12
"tcat17602",41
"tcat14069",124
"tcat17146",112
"tcat1654",91
"tcat9398",79
"tcat4858",106
"tcat13117",127
"tcat18663",75
"tcat11909",40
"tcat3439",127
"tcat4271",28
"tcat1068",125
"tcat10744",131
"tcat12183",111
"tcat5224",7
"tcat4322",61
"tcat9272",61
"tcat6844",69
"tcat15642",20
"tcat5214",99
"tcat16572",123
"tcat12779",88
"tcat4524",100
"tcat10461",5
"tcat10771",27
"tcat7000",47
"tcat17040",7
"tcat15133",48
"tcat5292",49
"tcat6808",27
"tcat4133",57
"tcat12329",130
"tcat12448",118
"tcat12515",142
"tcat3585",145
"tcat8521",96
"tcat7987",126
"tcat821",26
"tcat7978",128
"tcat12017",110
"tcat18253",147
"tcat16009",126
"tcat5178",154
"tcat15131",43
"tcat17340",146
"tcat6517",30
"tcat16783",4
"tcat3324",43
"tcat10866",63
"tcat19018",50
"tcat18529",120
"tcat847",93
"tcat19315",122
"tcat13217",12
"tcat8537",153
"tcat382",119
"tcat5118",118
"tcat2569",123
"tcat7456",91
"tcat7330",85
"tcat13224",86
"tcat15449",129
"tcat6388",84
"tcat1123",23
"tcat4114",132
"tcat16178",21
"tcat10902",59
"tcat18523",50
"tcat16793",79
"tcat5804",36
"tcat4852",40
"tcat6762",145
"tcat11533",122
"tcat18376",4
"tcat9084",107
"tcat5907",125
"tcat19379",53
"tcat10397",144
"tcat12928",82
"tcat4557",136
"tcat16384",9
"tcat773",51
"tcat7714",127
"tcat1517",108
"tcat10848",134
"tcat5472",88
"tcat18420",72
"tcat11507",86
"tcat18384",60
"tcat10213",56
"tcat16629",126
"tcat12780",107
"tcat17865",136
"tcat9232",92
"tcat16592",27
"tcat13429",112
"tcat14897",108
"tcat1254",85
"tcat16812",10
"tcat3261",109
"tcat17226",4
"tcat10862",54
"tcat1033",9
"tcat8628",3
"tcat419",120
"tcat6697",145
"tcat1950",14
"tcat11057",150
"tcat15126",85
"tcat16149",147
"tcat18190",126
"tcat11243",139
"tcat19345",50
"tcat3565",149
"tcat1606",30
"tcat13385",9
"tcat781",84
"tcat12675",104
"tcat10436",152
"tcat18091",138
"tcat649",90
"tcat12383",100
"tcat9111",138
"tcat4682",15
"tcat571",87
"tcat19413",85
"tcat12619",143
"tcat10333",15
"tcat17915",34
"tcat9258",40
"tcat11660",51
"tcat3754",3
"tcat19429",21
"tcat13932",88
"tcat6345",30
"tcat2119",102
"tcat6082",97
"tcat10997",97
"tcat4812",10
"tcat19446",150
"tcat8448",123
"tcat12492",82
"tcat5633",127
"tcat13110",100
"tcat3682",81
"tcat1470",142
"tcat6057",101
"tcat7351",97
"tcat14312",129
"tcat11649",135
"tcat15647",85
"tcat14232",55
"tcat5378",71
"tcat4243",135
"tcat17889",64
"tcat12723",148
"tcat19470",12
"tcat9207",39
"tcat5511",106
"tcat15968",1
"tcat7795",93
"tcat18979",40
"tcat1900",19
"tcat3218",90
"tcat6738",114
"tcat15867",48
"tcat14072",88
"tcat2175",122
"tcat17160",95
"tcat67",52
"tcat3118",89
"tcat15866",153
"tcat5583",25
"tcat17268",96
"tcat18215",42
"tcat5473",35
"tcat3865",55
"tcat3676",128
"tcat18135",153
"tcat19570",61
"tcat19046",18
"tcat3630",12
"tcat3426",12
"tcat1255",120
"tcat10582",20
"tcat17552",1
"tcat6491",121
"tcat15822",144
"tcat10678",67
"tcat2759",83
"tcat8243",7
"tcat508",104
"tcat11842",114
"tcat13213",130
"tcat219",117
"tcat14875",74
"tcat617",71
"tcat12475",51
"tcat1979",84
"tcat1350",19
"tcat6852",39
"tcat14655",106
"tcat17368",97
"tcat6689",76
"tcat15636",119
"tcat5418",12
"tcat13945",46
"tcat12495",72
"tcat718",143
"tcat179",135
"tcat96",41
"tcat12822",77
"tcat9867",76
"tcat4642",149
"tcat7458",128
"tcat11214",130
"tcat6075",124
"tcat11548",132
"tcat5361",116
"tcat4190",41
"tcat8790",148
"tcat539",40
"tcat9862",71
"tcat1547",103
"tcat11455",154
"tcat16706",123
"tcat1187",74
"tcat5085",26
"tcat16224",101
"tcat1306",140
"tcat12826",43
"tcat11267",16
"tcat10794",86
"tcat17988",11
"tcat6635",122
"tcat2066",86
"tcat10783",120
"tcat9510",103
"tcat5097",76
"tcat7021",148
"tcat5362",123
"tcat18075",82
"tcat13656",115
"tcat13350",31
"tcat11908",97
"tcat2571",39
"tcat15335",121
"tcat4450",52
"tcat8015",113
"tcat12384",131
"tcat18145",137
"tcat3967",9
"tcat1552",1
"tcat10017",54
"tcat12368",9
"tcat516",127
"tcat13717",91
"tcat14541",91
"tcat2985",5
"tcat15589",58
"tcat19474",80
"tcat10383",130
"tcat9945",67
"tcat11737",59
"tcat10274",30
"tcat8685",120
"tcat1916",14
"tcat850",31
"tcat8239",29
"tcat10671",111
"tcat13664",106
"tcat16165",116
"tcat13359",129
"tcat5807",58
"tcat9177",84
"tcat14117",54
"tcat13170",130
"tcat6512",48
"tcat9426",17
"tcat1597",39
"tcat4909",34
"tcat10412",63
"tcat17198",45
"tcat1959",108
"tcat14515",108
"tcat301",131
"tcat7689",140
"tcat14322",142
"tcat1936",135
"tcat10503",58
"tcat12387",54
"tcat13648",36
"tcat1608",18
"tcat9499",96
"tcat7636",62
"tcat14294",108
"tcat16923",1
"tcat5877",70
"tcat19595",94
"tcat14934",49
"tcat3987",150
"tcat7742",97
"tcat1035",32
"tcat4826",137
"tcat2806",101
"tcat7300",140
"tcat11497",49
"tcat18063",126
"tcat84",62
"tcat2788",150
"tcat9621",116
"tcat7259",90
"tcat5781",58
"tcat18642",145
"tcat11105",57
"tcat14216",40
"tcat15445",109
"tcat15052",110
"tcat15657",78
"tcat1084",114
"tcat15407",100
"tcat7558",128
"tcat18724",34
"tcat17150",22
"tcat2890",22
"tcat2195",53
"tcat12514",4
"tcat10087",58
"tcat15544",99
"tcat19037",55
"tcat4839",133
"tcat4405",147
"tcat18589",109
"tcat13028",62
"tcat1336",64
"tcat10751",147
"tcat19359",119
"tcat15355",21
"tcat7923",100
"tcat16223",143
"tcat10252",46
"tcat14357",15
"tcat5809",76
"tcat9369",67
"tcat4903",137
"tcat10082",10
"tcat18660",55
"tcat1876",30
"tcat14292",83
"tcat14617",34
"tcat13421",124
"tcat8063",110
"tcat8709",104
"tcat6492",148
"tcat3502",79
"tcat18770",104
"tcat7893",151
"tcat2271",6
"tcat7191",33
"tcat8701",48
"tcat7748",47
"tcat6568",79
"tcat3309",18
"tcat3096",110
"tcat6419",107
"tcat5939",8
"tcat12283",136
"tcat7343",59
"tcat17252",69
"tcat19383",119
"tcat10583",60
"tcat4966",47
"tcat6418",48
"tcat5839",28
"tcat595",76
"tcat17024",39
"tcat16248",63
"tcat6191",86
"tcat17944",45
"tcat11359",11
"tcat16335",84
"tcat12813",49
"tcat2144",137
"tcat3030",111
"tcat1937",111
"tcat13282",129
"tcat19898",123
"tcat4995",29
"tcat11364",38
"tcat12781",140
"tcat9654",27
"tcat17575",52
"tcat9071",84
"tcat7197",136
"tcat18544",85
"tcat10166",119
"tcat4080",81
"tcat5376",139
"tcat7008",134
"tcat19924",89
"tcat10373",116
"tcat4979",8
"tcat17177",98
"tcat1571",68
"tcat19366",129
"tcat1550",85
"tcat4036",119
"tcat12076",89
"tcat9439",8
"tcat4294",114
"tcat5317",68
"tcat14282",20
"tcat16750",42
"tcat804",138
"tcat16759",154
"tcat17859",66
"tcat18202",66
"tcat11631",31
"tcat1997",109
"tcat7159",76
"tcat16515",85
"tcat17092",152
"tcat1951",132
"tcat4267",151
"tcat6597",61
"tcat11301",15
"tcat17446",133
"tcat16382",110
"tcat13304",15
"tcat13324",103
"tcat9646",43
"tcat2533",98
"tcat12496",7
"tcat9184",88
"tcat17574",13
"tcat3894",108
"tcat3520",141
"tcat11314",15
"tcat12298",72
"tcat7223",127
"tcat10864",83
"tcat445",133
"tcat16355",11
"tcat12147",63
"tcat13541",73
"tcat7857",91
"tcat11363",151
"tcat14636",125
"tcat5978",31
"tcat16069",51
"tcat14876",53
"tcat16184",93
"tcat16678",138
"tcat7114",81
"tcat15946",138
"tcat18752",77
"tcat10058",75
"tcat12951",5
"tcat15582",110
"tcat8492",117
"tcat2320",10
"tcat6986",115
"tcat4258",19
"tcat14619",9
"tcat1061",132
"tcat5298",13
"tcat3544",142
"tcat13259",137
"tcat18727",6
"tcat7557",125
"tcat10808",122
"tcat10318",20
"tcat1432",16
"tcat5497",27
"tcat12888",85
"tcat9341",15
"tcat14586",51
"tcat9176",8
"tcat11646",79
"tcat19042",9
"tcat9091",43
"tcat13521",110
"tcat13454",112
"tcat11687",44
"tcat14639",64
"tcat8466",111
"tcat1194",87
"tcat8415",53
"tcat13297",120
"tcat13510",111
"tcat2351",70
"tcat8477",84
"tcat6306",104
"tcat7297",84
"tcat14743",134
"tcat11232",32
"tcat10491",96
"tcat4357",33
"tcat10753",31
"tcat394",96
"tcat7603",66
"tcat12098",31
"tcat16890",60
"tcat4620",113
"tcat11270",43
"tcat13958",78
"tcat18141",116
"tcat6211",56
"tcat16133",4
"tcat6788",94
"tcat14236",93
"tcat14106",112
"tcat10226",22
"tcat2500",77
"tcat1247",74
"tcat16107",62
"tcat18061",66
"tcat3361",145
"tcat1623",78
"tcat14789",64
"tcat10253",24
"tcat10587",79
"tcat2385",120
"tcat14628",65
"tcat3078",106
"tcat608",141
"tcat671",92
"tcat14239",10
"tcat18118",101
"tcat13181",144
"tcat12906",77
"tcat16765",102
"tcat7119",76
"tcat1989",115
"tcat17531",53
"tcat14496",22
"tcat13564",101
"tcat5295",133
"tcat18929",12
"tcat134",14
"tcat19525",89
"tcat15705",106
"tcat12651",60
"tcat11781",137
"tcat15668",80
"tcat14788",48
"tcat6180",37
"tcat14683",64
"tcat9822",30
"tcat18911",63
"tcat1644",117
"tcat16112",93
"tcat12447",39
"tcat6332",47
"tcat2908",135
"tcat10340",75
"tcat16155",11
"tcat16027",114
"tcat2895",142
"tcat18439",108
"tcat13686",85
"tcat19624",98
"tcat18078",97
"tcat5349",92
"tcat11955",27
"tcat10525",144
"tcat5882",39
"tcat4398",71
"tcat5339",19
"tcat15944",130
"tcat19105",149
"tcat17694",73
"tcat15057",111
"tcat9690",73
"tcat19645",120
"tcat10622",17
"tcat16408",127
