Higher taxonomic group,Order,Family,Genus,Species,femalediploidnumber,malediploidnumber,"Predicted ploidy (1,2,3,4)",reproductivemode,sexchromosome,"Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)",citation
Fish,Gymnotiformes,Sternopygidae,Eigenmannia,virescens,38,38,,gonochorous,XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,,"Almeida-Toledo L.F. et al. (2000) Sex chromosome evolution in fish: the formation of the neo-Y chromosome in Eigenmannia (Gymnotiformes). Chromosoma 109(3): 197-200; Almeida-Toledo L.F. et al. (1984) Complex sex chromosome system in Eigenmannia sp. (Pisces, Gymnotiformes). Genetica 64:165-169.","Almeida-Toledo L.F. et al. (2000) Sex chromosome evolution in fish: the formation of the neo-Y chromosome in Eigenmannia (Gymnotiformes). Chromosoma 109(3): 197-200; Almeida-Toledo L.F. et al. (1984) Complex sex chromosome system in Eigenmannia sp. (Pisces, Gymnotiformes). Genetica 64:165-169.",,"Almeida-Toledo L.F. et al. (2000) Sex chromosome evolution in fish: the formation of the neo-Y chromosome in Eigenmannia (Gymnotiformes). Chromosoma 109(3): 197-200; Almeida-Toledo L.F. et al. (1984) Complex sex chromosome system in Eigenmannia sp. (Pisces, Gymnotiformes). Genetica 64:165-169.","Almeida-Toledo L.F. et al. (2000) Sex chromosome evolution in fish: the formation of the neo-Y chromosome in Eigenmannia (Gymnotiformes). Chromosoma 109(3): 197-200; Almeida-Toledo L.F. et al. (1984) Complex sex chromosome system in Eigenmannia sp. (Pisces, Gymnotiformes). Genetica 64:165-169.","Almeida-Toledo L.F. et al. (2000) Sex chromosome evolution in fish: the formation of the neo-Y chromosome in Eigenmannia (Gymnotiformes). Chromosoma 109(3): 197-200; Almeida-Toledo L.F. et al. (1984) Complex sex chromosome system in Eigenmannia sp. (Pisces, Gymnotiformes). Genetica 64:165-169.",,,,,"Almeida-Toledo L.F. et al. (2000) Sex chromosome evolution in fish: the formation of the neo-Y chromosome in Eigenmannia (Gymnotiformes). Chromosoma 109(3): 197-200; Almeida-Toledo L.F. et al. (1984) Complex sex chromosome system in Eigenmannia sp. (Pisces, Gymnotiformes). Genetica 64:165-169."
Fish,Lamniformes,Lamnidae,Carcharodon,carcharias,,82,,gonochorous,,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,XY?,,"Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Myctophiformes,Myctophidae,Nannobrachium,ritteri,48,47,,gonochorous,XO,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Myctophiformes,Myctophidae,Parvilux,ingens,50,49,,gonochorous,XO,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Myctophiformes,Myctophidae,Stenobrachius,leucopsarus,48,48,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,Arkhipchuk V.V. (1999) Chromosome database. Database of Dr. Victor Arkhipchuk.,Arkhipchuk V.V. (1999) Chromosome database. Database of Dr. Victor Arkhipchuk.,,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,Chourrout D. (1986) Bulletin de la Societe Zoologique de France 113: 123-144,,,,,Arkhipchuk V.V. (1999) Chromosome database. Database of Dr. Victor Arkhipchuk.
Fish,Myctophiformes,Myctophidae,Symbolophorus,californiensis,48,48,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Manna G.K. (1989) Fish cytogenetics related to taxonomy, evolution and monitoring aquatic genotoxic agents. p. 21-46. In P. Das and A.G. Jingran (eds.) Fish Genetics in India. Proceedings of the Symposium on Conservation and Management of Fish Genetic Resources of India. 11-13 April, 1986.","Manna G.K. (1989) Fish cytogenetics related to taxonomy, evolution and monitoring aquatic genotoxic agents. p. 21-46. In P. Das and A.G. Jingran (eds.) Fish Genetics in India. Proceedings of the Symposium on Conservation and Management of Fish Genetic Resources of India. 11-13 April, 1986.",,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,"Manna G.K. (1989) Fish cytogenetics related to taxonomy, evolution and monitoring aquatic genotoxic agents. p. 21-46. In P. Das and A.G. Jingran (eds.) Fish Genetics in India. Proceedings of the Symposium on Conservation and Management of Fish Genetic Resources of India. 11-13 April, 1986."
Fish,Myctophiformes,Neoscopelidae,Scopelengys,tristis,48,48,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,Chen and Ebeling (1974) Copeia1974: 839-848,Chen and Ebeling (1974) Copeia1974: 839-848,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,Chen and Ebeling (1974) Copeia1974: 839-848
Fish,Myliobatiformes,Myliobatinae,Myliobatis,freminvillii,52,52,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Myliobatiformes,Platyrhinidae,Platyrhinoidis,triseriata,64,64,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Osteoglossiformes,Mormyridae,Brienomyrus,brachistius,,,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364
Fish,Osteoglossiformes,Osteoglossidae,Osteoglossum,bicirrhosum,56,56,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Perciformes,Ammodytidae,Parapercis,sexfasciata,26,26,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Perciformes,Belontiidae,Betta,splendens,42,42,,gonochorous,,,,ESD_other,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,Francis R.C. (1992) Quarterly Review of Biology 67: 1-18,,,,Francis R.C. (1992) Quarterly Review of Biology 67: 1-18,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Perciformes,Belontiidae,Trichogaster,fasciatus,48,48,,gonochorous,ZW,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Perciformes,Belontiidae,Trichogaster,lalius-1,46,45,,gonochorous,XO,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Perciformes,Belontiidae,Trichogaster,lalius-2,45,46,,gonochorous,ZO,female heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Perciformes,Blenniidae,Parablennius,tentacularis-1,48,48,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Perciformes,Blenniidae,Parablennius,tentacularis-2,48,47,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,"Caputo V. et al. (2001) Cytogenetics of nine species of Mediterranean blennies and additional evidence for an unusual multiple sex-chromosome system in Parablennius tentacularis (Perciformes, Blenniidae). Chrom Res 9: 3-12.","Caputo V. et al. (2001) Cytogenetics of nine species of Mediterranean blennies and additional evidence for an unusual multiple sex-chromosome system in Parablennius tentacularis (Perciformes, Blenniidae). Chrom Res 9: 3-12.",,"Caputo V. et al. (2001) Cytogenetics of nine species of Mediterranean blennies and additional evidence for an unusual multiple sex-chromosome system in Parablennius tentacularis (Perciformes, Blenniidae). Chrom Res 9: 3-12.","Caputo V. et al. (2001) Cytogenetics of nine species of Mediterranean blennies and additional evidence for an unusual multiple sex-chromosome system in Parablennius tentacularis (Perciformes, Blenniidae). Chrom Res 9: 3-12.","Caputo V. et al. (2001) Cytogenetics of nine species of Mediterranean blennies and additional evidence for an unusual multiple sex-chromosome system in Parablennius tentacularis (Perciformes, Blenniidae). Chrom Res 9: 3-12.",,,,,"Caputo V. et al. (2001) Cytogenetics of nine species of Mediterranean blennies and additional evidence for an unusual multiple sex-chromosome system in Parablennius tentacularis (Perciformes, Blenniidae). Chrom Res 9: 3-12."
Fish,Perciformes,Callanthiidae,Callanthias,parini,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protogynous hermaphrodite,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364
Fish,Perciformes,Callionymidae,Callionymus,beniteguri,38,37,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,,,,,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.
Fish,Perciformes,Callionymidae,Callionymus,ornatipinnis,38,37,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.,,,,,Murofushi M. et al. (1983) Cytogenetical studies on fishes. V. Multiple sex chromosome mechanism (XX-Y) found in two dragonet fishes. Proc Jpn Acad Ser B Phys Biol Sci 59: 58-61.
Fish,Perciformes,Callionymidae,Callionymus,puctatus,,,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364
Fish,Perciformes,Callionymidae,Callionymus,sagitta,,,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364
Fish,Perciformes,Carangidae,Salar,kalla,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364
Fish,Perciformes,Carangidae,Trichnotus,ovatus,,,,gonochorous,homomorphic,female heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364
Fish,Perciformes,Cenrarchanthidae,Spicara,maena,44,44,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protogynous hermaphrodite,Arkhipchuk V.V. (1999) Chromosome database. Database of Dr. Victor Arkhipchuk.,Arkhipchuk V.V. (1999) Chromosome database. Database of Dr. Victor Arkhipchuk.,, Atz J.W. (1964) Intersexuality in Fishes. Academic Press.,,,,,,,Arkhipchuk V.V. (1999) Chromosome database. Database of Dr. Victor Arkhipchuk.
Fish,Perciformes,Centracanthidae,Spicara,smaris,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protogynous hermaphrodite,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,,,Devlin and Nagahama (2002) Aquaculture 208: 191-364
Fish,Perciformes,Centrarchidae,Lepomis,cyanellus,48,47,,gonochorous,XO,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,"Arai R. (2011) Fish Karyotypes, Springer.","Arai R. (2011) Fish Karyotypes, Springer.",,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,"Arai R. (2011) Fish Karyotypes, Springer."
Fish,Perciformes,Centrarchidae,Pomoxis,nigromaculatus,48,48,,gonochorous,homomorphic,male heterogametic,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,,Roberts F.L. (1964) A chromosome study of twenty species of Centrarchidae.  J. Morph. 115: 401-418.,Roberts F.L. (1964) A chromosome study of twenty species of Centrarchidae.  J. Morph. 115: 401-418.,,Gometsky B et al. (2002) North American Journal of Aquaulture 64: 66-69.,Gometsky B et al. (2002) North American Journal of Aquaulture 64: 66-69.,Gometsky B et al. (2002) North American Journal of Aquaulture 64: 66-69.,,,,,Roberts F.L. (1964) A chromosome study of twenty species of Centrarchidae.  J. Morph. 115: 401-418.
Fish,Perciformes,Centropomidae,Centropomus,undecimalis,,,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protandrous hermaphrodite,,,,Taylor R.G. et al. (2000) Fishery Bulletin 98: 612-624,,,,,,,Taylor R.G. et al. (2000) Fishery Bulletin 98: 612-624
Fish,Perciformes,Centropomidae,Lates,calcarifer,48,48,,hermaphrodite,,,,,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,protandrous hermaphrodite,"Khuda-Bukhsh A.R. (1979) Chromosomes in three species of fishes, Aplocheilus panchax (Cyrinodontidae), Lates calcerifer (Percidae), and Gadusia chapra (Clupeidae). Caryologia. 32: 161-169.","Khuda-Bukhsh A.R. (1979) Chromosomes in three species of fishes, Aplocheilus panchax (Cyrinodontidae), Lates calcerifer (Percidae), and Gadusia chapra (Clupeidae). Caryologia. 32: 161-169.",,Devlin and Nagahama (2002) Aquaculture 208: 191-364,,,,,,,"Khuda-Bukhsh A.R. (1979) Chromosomes in three species of fishes, Aplocheilus panchax (Cyrinodontidae), Lates calcerifer (Percidae), and Gadusia chapra (Clupeidae). Caryologia. 32: 161-169."
Fish,Perciformes,Chaetodontidae,Chaetodon,multicinctus,,,,gonochorous,,,,size,,,JEM,Judith Mank,judith.mank@ucl.ac.uk,esd is based on size at maturation,,,,Francis R.C. (1992) Quarterly Review of Biology 67: 1-18,,,,Francis R.C. (1992) Quarterly Review of Biology 67: 1-18,,,Francis R.C. (1992) Quarterly Review of Biology 67: 1-18
Fish,Perciformes,Channichthyidae,Chaenodraco,wilsoni,48,47,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,,,,,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.
Fish,Perciformes,Channichthyidae,Chionobathyscus,dewitti,48,47,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,,,,,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.
Fish,Perciformes,Channichthyidae,Chionodraco,hamatus,48,47,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,X1X2Y,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.,,,,,Morescalchi A. et al. (1992) A multiple sex-chromosome system in Antarctic ice-fishes. Polar Biol 11: 655-661.
